context_id,date,sleeve,steel_type,alloy_type,workpiece_slice_geometry,num_crystallizer,num_stream,RUL_BIN,cast_in_row_BIN,steel_weighttonn_BIN,steel_temperature_grab1Celsius_BIN,resistance_tonn_BIN,swing_frequency_amount_minute_BIN,crystallizer_movementmm_BIN,alloy_speed_meter_minute_BIN,water_consumption_BIN,water_temperature_deltaCelsius_BIN,temperature_measurement1_Celsius_BIN,temperature_measurement2_Celsius_BIN,num_crystallizer_BIN,num_stream_BIN,n_measurements
K_046,2020-07-05,30014815,1010,close,150x150,13,4,Healthy,Low,High,High,Low,Medium,Low,High,High,High,Low,Low,Medium,Medium,19
K_046,2020-07-05,30014817,1010,close,150x150,7,1,Healthy,Low,High,High,Low,Medium,Low,High,High,Low,Low,Low,Low,Low,21
K_046,2020-07-05,30014821,1010,close,150x150,12,6,Healthy,Low,High,High,Low,Medium,Low,High,High,Low,Low,Low,Medium,High,21
K_047,2020-07-07,30014803,Arm500,open,180x180,15,1,Healthy,Medium,High,High,Low,High,High,Medium,High,High,Low,Low,Medium,Low,32
K_047,2020-07-07,30014811,Arm500,open,180x180,8,5,Healthy,Medium,High,High,Low,High,High,Medium,High,High,Low,Low,Low,High,32
K_047,2020-07-07,30014815,Arm500,open,180x180,13,4,Healthy,Medium,High,High,Low,High,High,Medium,High,High,Low,Low,Medium,Medium,32
K_047,2020-07-07,30014820,Arm500,open,180x180,16,2,Healthy,Medium,High,High,Low,High,High,Medium,High,High,Low,Low,Medium,Low,32
K_047,2020-07-07,30014821,Arm500,open,180x180,12,6,Healthy,Medium,High,High,Low,High,High,Medium,High,High,Low,Low,Medium,High,32
K_048,2020-07-08,30014803,Arm500,open,180x180,15,1,Healthy,Low,High,High,Low,High,Low,Medium,High,High,Low,Low,Medium,Low,34
K_048,2020-07-08,30014804,Arm500,open,180x180,11,5,Healthy,Low,High,High,Low,High,Low,Medium,High,High,Low,Low,Medium,High,34
K_048,2020-07-08,30014809,Arm500,open,180x180,18,6,Healthy,Low,High,High,Low,High,Low,Medium,High,High,Low,Low,High,High,34
K_048,2020-07-08,30014811,Arm500,open,180x180,8,5,Healthy,Low,High,High,Low,High,Low,Medium,High,High,Low,Low,Low,High,34
K_048,2020-07-08,30014815,Arm500,open,180x180,13,4,Healthy,Low,High,High,Low,High,Low,Medium,High,High,Low,Low,Medium,Medium,34
K_048,2020-07-08,30014820,Arm500,open,180x180,16,2,Healthy,Low,High,High,Low,High,Low,Medium,High,High,Low,Low,Medium,Low,34
K_048,2020-07-08,30014821,Arm500,open,180x180,12,6,Healthy,Low,High,High,Low,High,Low,Medium,High,High,Low,Low,Medium,High,34
K_049,2020-07-09,30014803,Arm500,open,180x180,15,1,Healthy,Low,Medium,High,Low,High,Low,Medium,High,High,Low,Low,Medium,Low,22
K_049,2020-07-09,30014804,Arm500,open,180x180,11,5,Healthy,Low,Medium,High,Low,High,Low,Medium,High,High,Low,Low,Medium,High,22
K_049,2020-07-09,30014807,Arm500,open,180x180,14,2,Healthy,Low,Medium,High,Low,High,Low,Medium,High,High,Low,Low,Medium,Low,22
K_049,2020-07-09,30014808,Arm500,open,180x180,10,4,Healthy,Low,Medium,High,Low,High,Low,Medium,High,High,Low,Low,Medium,Medium,22
K_049,2020-07-09,30014809,Arm500,open,180x180,18,6,Healthy,Low,Medium,High,Low,High,Low,Medium,High,High,Low,Low,High,High,19
K_049,2020-07-09,30014810,Arm500,open,180x180,9,3,Healthy,Low,Medium,High,Low,High,Low,Medium,High,High,Low,Low,Medium,Medium,22
K_049,2020-07-09,30014815,Arm500,open,180x180,13,4,Healthy,Low,Medium,High,Low,High,Low,Medium,High,High,Low,Low,Medium,Medium,22
K_049,2020-07-09,30014817,Arm500,open,180x180,7,1,Healthy,Low,Medium,High,Low,High,Low,Medium,High,High,Low,Low,Low,Low,22
K_049,2020-07-09,30014820,Arm500,open,180x180,16,2,Healthy,Low,Medium,High,Low,High,Low,Medium,High,High,Low,Low,Medium,Low,22
K_050,2020-07-13,30014807,Arm500,open,180x180,14,2,Healthy,Medium,High,High,Low,High,High,Medium,High,High,Low,Low,Medium,Low,35
K_050,2020-07-13,30014810,Arm500,open,180x180,9,3,Healthy,Medium,High,High,Low,High,High,Medium,High,High,Low,Low,Medium,Medium,35
K_050,2020-07-13,30014811,Arm500,open,180x180,8,5,Healthy,Medium,High,High,Low,High,High,Medium,High,High,Low,Low,Low,High,35
K_050,2020-07-13,30014815,Arm500,open,180x180,13,4,Medium,Medium,High,High,Low,High,High,Medium,High,High,Low,Low,Medium,Medium,35
K_050,2020-07-13,30014817,Arm500,open,180x180,7,1,Healthy,Medium,High,High,Low,High,High,Medium,High,High,Low,Low,Low,Low,35
K_050,2020-07-13,30014821,Arm500,open,180x180,12,6,Healthy,Medium,High,High,Low,High,High,Medium,High,High,Low,Low,Medium,High,70
K_051,2020-07-14,30014803,Arm500,open,180x180,15,1,Medium,High,High,High,Low,High,Low,Medium,High,High,Low,Low,Medium,Low,31
K_051,2020-07-14,30014807,Arm500,open,180x180,14,2,Medium,High,High,High,Low,High,Low,Medium,High,High,Low,Low,Medium,Low,31
K_051,2020-07-14,30014810,Arm500,open,180x180,9,3,Healthy,High,High,High,Low,High,Low,Medium,High,High,Low,Low,Medium,Medium,31
K_051,2020-07-14,30014811,Arm500,open,180x180,8,5,Medium,High,High,High,Low,High,Low,Medium,High,High,Low,Low,Low,High,31
K_051,2020-07-14,30014815,Arm500,open,180x180,13,4,Medium,High,High,High,Low,High,Low,Medium,High,High,Low,Low,Medium,Medium,31
K_051,2020-07-14,30014816,Arm500,open,180x180,17,3,Healthy,High,High,High,Low,High,Low,Medium,High,High,Low,Low,High,Medium,31
K_051,2020-07-14,30014817,Arm500,open,180x180,7,1,Healthy,High,High,High,Low,High,Low,Medium,High,High,Low,Low,Low,Low,31
K_051,2020-07-14,30014820,Arm500,open,180x180,16,2,Healthy,High,High,High,Low,High,Low,Medium,High,High,Low,Low,Medium,Low,31
K_051,2020-07-14,30014821,Arm500,open,180x180,12,6,Medium,High,High,High,Low,High,Low,Medium,High,High,Low,Low,Medium,High,62
K_052,2020-07-15,30014803,Arm500,open,180x180,15,1,Medium,Medium,High,High,Low,High,High,Medium,High,High,Low,Low,Medium,Low,31
K_052,2020-07-15,30014804,Arm500,open,180x180,11,5,Healthy,Medium,High,High,Low,High,High,Medium,High,High,Low,Low,Medium,High,31
K_052,2020-07-15,30014808,Arm500,open,180x180,10,4,Healthy,Medium,High,High,Low,High,High,Medium,High,High,Low,Low,Medium,Medium,31
K_052,2020-07-15,30014809,Arm500,open,180x180,18,6,Medium,Medium,High,High,Low,High,High,Medium,High,High,Low,Low,High,High,31
K_052,2020-07-15,30014811,Arm500,open,180x180,8,5,Medium,Medium,High,High,Low,High,High,Medium,High,High,Low,Low,Low,High,31
K_052,2020-07-15,30014815,Arm500,open,180x180,13,4,Medium,Medium,High,High,Low,High,High,Medium,High,High,Low,Low,Medium,Medium,31
K_052,2020-07-15,30014816,Arm500,open,180x180,17,3,Healthy,Medium,High,High,Low,High,High,Medium,High,High,Low,Low,High,Medium,31
K_052,2020-07-15,30014820,Arm500,open,180x180,16,2,Medium,Medium,High,High,Low,High,High,Medium,High,High,Low,Low,Medium,Low,31
K_052,2020-07-15,30014821,Arm500,open,180x180,12,6,Medium,Medium,High,High,Low,High,High,Medium,High,High,Low,Low,Medium,High,62
K_053,2020-07-16,30014803,Arm500,open,180x180,15,1,Medium,Low,High,High,Low,High,Low,Medium,High,High,Low,Low,Medium,Low,33
K_053,2020-07-16,30014804,Arm500,open,180x180,11,5,Medium,Low,High,High,Low,High,Low,Medium,High,High,Low,Low,Medium,High,33
K_053,2020-07-16,30014808,Arm500,open,180x180,10,4,Healthy,Low,High,High,Low,High,Low,Medium,High,High,Low,Low,Medium,Medium,33
K_053,2020-07-16,30014809,Arm500,open,180x180,18,6,Medium,Low,High,High,Low,High,Low,Medium,High,High,Low,Low,High,High,33
K_053,2020-07-16,30014816,Arm500,open,180x180,17,3,Healthy,Low,High,High,Low,High,Low,Medium,High,High,Low,Low,High,Medium,33
K_053,2020-07-16,30014820,Arm500,open,180x180,16,2,Medium,Low,High,High,Low,High,Low,Medium,High,High,Low,Low,Medium,Low,33
K_054,2020-07-17,30014803,Arm500,open,180x180,15,1,Medium,High,High,High,Low,High,High,Medium,High,High,Low,Low,Medium,Low,32
K_054,2020-07-17,30014804,Arm500,open,180x180,11,5,Medium,High,High,High,Low,High,High,Medium,High,High,Low,Low,Medium,High,32
K_054,2020-07-17,30014807,Arm500,open,180x180,14,2,Medium,High,High,High,Low,High,High,Medium,High,High,Low,Low,Medium,Low,32
K_054,2020-07-17,30014808,Arm500,open,180x180,10,4,Healthy,High,High,High,Low,High,High,Medium,High,High,Low,Low,Medium,Medium,32
K_054,2020-07-17,30014809,Arm500,open,180x180,18,6,Low,High,High,High,Low,High,High,Medium,High,High,Low,Low,High,High,32
K_054,2020-07-17,30014810,Arm500,open,180x180,9,3,Medium,High,High,High,Low,High,High,Medium,High,High,Low,Low,Medium,Medium,32
K_054,2020-07-17,30014816,Arm500,open,180x180,17,3,Medium,High,High,High,Low,High,High,Medium,High,High,Low,Low,High,Medium,32
K_054,2020-07-17,30014817,Arm500,open,180x180,7,1,Medium,High,High,High,Low,High,High,Medium,High,High,Low,Low,Low,Low,32
K_054,2020-07-17,30014820,Arm500,open,180x180,16,2,Medium,High,High,High,Low,High,High,Medium,High,High,Low,Low,Medium,Low,32
K_055,2020-07-18,30014804,Arm500,open,180x180,11,5,Low,Low,High,High,Low,High,Low,Medium,High,High,Low,Low,Medium,High,34
K_055,2020-07-18,30014807,Arm500,open,180x180,14,2,Medium,Low,High,High,Low,High,Low,Medium,High,High,Low,Low,Medium,Low,34
K_055,2020-07-18,30014808,Arm500,open,180x180,10,4,Medium,Low,High,High,Low,High,Low,Medium,High,High,Low,Low,Medium,Medium,34
K_055,2020-07-18,30014809,Arm500,open,180x180,18,6,Low,Low,High,High,Low,High,Low,Medium,High,High,Low,Low,High,High,34
K_055,2020-07-18,30014810,Arm500,open,180x180,9,3,Medium,Low,High,High,Low,High,Low,Medium,High,High,Low,Low,Medium,Medium,34
K_055,2020-07-18,30014817,Arm500,open,180x180,7,1,Medium,Low,High,High,Low,High,Low,Medium,High,High,Low,Low,Low,Low,34
K_056,2020-07-19,30014804,Arm500,open,180x180,11,5,Low,Medium,High,High,Low,High,High,Medium,High,High,Low,Low,Medium,High,32
K_056,2020-07-19,30014807,Arm500,open,180x180,14,2,Low,Medium,High,High,Low,High,High,Medium,High,High,Low,Low,Medium,Low,32
K_056,2020-07-19,30014808,Arm500,open,180x180,10,4,Medium,Medium,High,High,Low,High,High,Medium,High,High,Low,Low,Medium,Medium,32
K_056,2020-07-19,30014809,Arm500,open,180x180,18,6,Low,Medium,High,High,Low,High,High,Medium,High,High,Low,Low,High,High,32
K_056,2020-07-19,30014810,Arm500,open,180x180,9,3,Medium,Medium,High,High,Low,High,High,Medium,High,High,Low,Low,Medium,Medium,32
K_056,2020-07-19,30014811,Arm500,open,180x180,8,5,Medium,Medium,High,High,Low,High,High,Medium,High,High,Low,Low,Low,High,32
K_056,2020-07-19,30014815,Arm500,open,180x180,13,4,Low,Medium,High,High,Low,High,High,Medium,High,High,Low,Low,Medium,Medium,32
K_056,2020-07-19,30014817,Arm500,open,180x180,7,1,Medium,Medium,High,High,Low,High,High,Medium,High,High,Low,Low,Low,Low,32
K_056,2020-07-19,30014821,Arm500,open,180x180,12,6,Low,Medium,High,High,Low,High,High,Medium,High,High,Low,Low,Medium,High,32
K_057,2020-07-20,30014803,Arm500,open,180x180,15,1,Low,Low,High,High,Low,High,Low,Medium,High,High,Low,Low,Medium,Low,14
K_057,2020-07-20,30014807,Arm500,open,180x180,14,2,Low,Low,High,High,Low,High,Low,Medium,High,High,Low,Low,Medium,Low,14
K_057,2020-07-20,30014810,Arm500,open,180x180,9,3,Medium,Low,High,High,Low,High,Low,Medium,High,High,Low,Low,Medium,Medium,14
K_057,2020-07-20,30014811,Arm500,open,180x180,8,5,Medium,Low,High,High,Low,High,Low,Medium,High,High,Low,Low,Low,High,14
K_057,2020-07-20,30014815,Arm500,open,180x180,13,4,Low,Low,High,High,Low,High,Low,Medium,High,High,Low,Low,Medium,Medium,14
K_057,2020-07-20,30014816,Arm500,open,180x180,17,3,Medium,Low,High,High,Low,High,Low,Medium,High,High,Low,Low,High,Medium,14
K_057,2020-07-20,30014817,Arm500,open,180x180,7,1,Medium,Low,High,High,Low,High,Low,Medium,High,High,Low,Low,Low,Low,14
K_057,2020-07-20,30014820,Arm500,open,180x180,16,2,Low,Low,High,High,Low,High,Low,Medium,High,High,Low,Low,Medium,Low,14
K_057,2020-07-20,30014821,Arm500,open,180x180,12,6,Low,Low,High,High,Low,High,Low,Medium,High,High,Low,Low,Medium,High,14
K_058,2020-07-21,30014803,Arm500,open,180x180,15,1,Low,Low,High,High,Low,High,Low,Medium,High,High,Low,Low,Medium,Low,13
K_058,2020-07-21,30014811,Arm500,open,180x180,8,5,Low,Low,High,High,Low,High,Low,Medium,High,High,Low,Low,Low,High,13
K_058,2020-07-21,30014815,Arm500,open,180x180,13,4,Low,Low,High,High,Low,High,Low,Medium,High,High,Low,Low,Medium,Medium,13
K_058,2020-07-21,30014816,Arm500,open,180x180,17,3,Medium,Low,High,High,Low,High,Low,Medium,High,High,Low,Low,High,Medium,13
K_058,2020-07-21,30014820,Arm500,open,180x180,16,2,Low,Low,High,High,Low,High,Low,Medium,High,High,Low,Low,Medium,Low,13
K_058,2020-07-21,30014821,Arm500,open,180x180,12,6,Low,Low,High,High,Low,High,Low,Medium,High,High,Low,Low,Medium,High,13
K_059,2020-07-22,30014803,Arm500,open,180x180,15,1,Low,Medium,High,High,Low,High,Low,Medium,High,High,Low,Low,Medium,Low,33
K_059,2020-07-22,30014811,Arm500,open,180x180,8,5,Low,Medium,High,High,Low,High,Low,Medium,High,High,Low,Low,Low,High,32
K_059,2020-07-22,30014815,Arm500,open,180x180,13,4,Low,Medium,High,High,Low,High,Low,Medium,High,High,Low,Low,Medium,Medium,33
K_059,2020-07-22,30014816,Arm500,open,180x180,17,3,Medium,Medium,High,High,Low,High,Low,Medium,High,High,Low,Low,High,Medium,33
K_059,2020-07-22,30014820,Arm500,open,180x180,16,2,Low,Medium,High,High,Low,High,Low,Medium,High,High,Low,Low,Medium,Low,33
K_059,2020-07-22,30014821,Arm500,open,180x180,12,6,Low,Medium,High,High,Low,High,Low,Medium,High,High,Low,Low,Medium,High,33
K_060,2020-07-23,30014803,Arm500,open,180x180,15,1,Low,Medium,Medium,High,Low,High,High,Medium,High,High,Low,Low,Medium,Low,31
K_060,2020-07-23,30014804,Arm500,open,180x180,11,5,Low,Medium,Medium,High,Low,High,High,Medium,High,High,Low,Low,Medium,High,29
K_060,2020-07-23,30014808,Arm500,open,180x180,10,4,Medium,Medium,Medium,High,Low,High,High,Medium,High,High,Low,Low,Medium,Medium,31
K_060,2020-07-23,30014809,Arm500,open,180x180,18,6,Critical,Medium,Medium,High,Low,High,High,Medium,High,High,Low,Low,High,High,31
K_060,2020-07-23,30014811,Arm500,open,180x180,8,5,Low,Medium,Medium,High,Low,High,High,Medium,High,High,Low,Low,Low,High,29
K_060,2020-07-23,30014815,Arm500,open,180x180,13,4,Low,Medium,Medium,High,Low,High,High,Medium,High,High,Low,Low,Medium,Medium,31
K_060,2020-07-23,30014816,Arm500,open,180x180,17,3,Low,Medium,Medium,High,Low,High,High,Medium,High,High,Low,Low,High,Medium,31
K_060,2020-07-23,30014820,Arm500,open,180x180,16,2,Low,Medium,Medium,High,Low,High,High,Medium,High,High,Low,Low,Medium,Low,29
K_060,2020-07-23,30014821,Arm500,open,180x180,12,6,Low,Medium,Medium,High,Low,High,High,Medium,High,High,Low,Low,Medium,High,31
K_061,2020-07-24,30014803,Arm500,open,180x180,15,1,Critical,Low,High,High,Low,High,Low,Medium,High,High,Low,Low,Medium,Low,34
K_061,2020-07-24,30014804,Arm500,open,180x180,11,5,Critical,Low,High,High,Low,High,Low,Medium,High,High,Low,Low,Medium,High,34
K_061,2020-07-24,30014807,Arm500,open,180x180,14,2,Low,Low,High,High,Low,High,Low,Medium,High,High,Low,Low,Medium,Low,34
K_061,2020-07-24,30014808,Arm500,open,180x180,10,4,Low,Low,High,High,Low,High,Low,Medium,High,High,Low,Low,Medium,Medium,34
K_061,2020-07-24,30014809,Arm500,open,180x180,18,6,Critical,Low,High,High,Low,High,Low,Medium,High,High,Low,Low,High,High,34
K_061,2020-07-24,30014810,Arm500,open,180x180,9,3,Low,Low,High,High,Low,High,Low,Medium,High,High,Low,Low,Medium,Medium,34
K_061,2020-07-24,30014811,Arm500,open,180x180,8,6,Low,Low,High,High,Low,High,Low,Medium,High,High,Low,Low,Low,High,34
K_061,2020-07-24,30014816,Arm500,open,180x180,17,3,Low,Low,High,High,Low,High,Low,Medium,High,High,Low,Low,High,Medium,34
K_061,2020-07-24,30014817,Arm500,open,180x180,7,1,Low,Low,High,High,Low,High,Low,Medium,High,High,Low,Low,Low,Low,34
K_061,2020-07-24,30014820,Arm500,open,180x180,16,2,Low,Low,High,High,Low,High,Low,Medium,High,High,Low,Low,Medium,Low,34
K_062,2020-07-25,30014804,Arm500,open,180x180,11,5,Critical,Medium,Medium,High,Low,High,High,Medium,High,High,Low,Low,Medium,High,36
K_062,2020-07-25,30014807,Arm500,open,180x180,14,2,Critical,Medium,Medium,High,Low,High,High,Medium,High,High,Low,Low,Medium,Low,36
K_062,2020-07-25,30014808,Arm500,open,180x180,10,4,Low,Medium,Medium,High,Low,High,High,Medium,High,High,Low,Low,Medium,Medium,36
K_062,2020-07-25,30014810,Arm500,open,180x180,9,3,Low,Medium,Medium,High,Low,High,High,Medium,High,High,Low,Low,Medium,Medium,36
K_062,2020-07-25,30014811,Arm500,open,180x180,8,6,Critical,Medium,Medium,High,Low,High,High,Medium,High,High,Low,Low,Low,High,36
K_062,2020-07-25,30014817,Arm500,open,180x180,7,1,Low,Medium,Medium,High,Low,High,High,Medium,High,High,Low,Low,Low,Low,36
K_063,2020-07-26,30014804,Arm500,open,180x180,11,5,Critical,Low,High,High,Low,High,Low,Medium,High,High,Low,Low,Medium,High,34
K_063,2020-07-26,30014807,Arm500,open,180x180,14,2,Critical,Low,High,High,Low,High,Low,Medium,High,High,Low,Low,Medium,Low,34
K_063,2020-07-26,30014808,Arm500,open,180x180,10,4,Low,Low,High,High,Low,High,Low,Medium,High,High,Low,Low,Medium,Medium,34
K_063,2020-07-26,30014810,Arm500,open,180x180,9,3,Low,Low,High,High,Low,High,Low,Medium,High,High,Low,Low,Medium,Medium,34
K_063,2020-07-26,30014811,Arm500,open,180x180,8,6,Critical,Low,High,High,Low,High,Low,Medium,High,High,Low,Low,Low,High,34
K_063,2020-07-26,30014817,Arm500,open,180x180,7,1,Low,Low,High,High,Low,High,Low,Medium,High,High,Low,Low,Low,Low,34
K_063,2020-07-26,30014821,Arm500,open,180x180,12,2,Critical,Low,High,High,Low,High,Low,Medium,High,High,Low,Low,Medium,Low,34
K_063,2020-07-26,30014825,Arm500,open,180x180,18,5,Healthy,Low,High,High,Low,High,Low,Medium,High,High,Low,Low,High,High,34
K_064,2020-07-27,30014808,Arm500,open,180x180,10,4,Low,Low,High,High,Low,High,High,Medium,High,High,Low,Low,Medium,Medium,33
K_064,2020-07-27,30014810,Arm500,open,180x180,9,3,Low,Low,High,High,Low,High,High,Medium,High,High,Low,Low,Medium,Medium,33
K_064,2020-07-27,30014811,Arm500,open,180x180,8,6,Critical,Low,High,High,Low,High,High,Medium,High,High,Low,Low,Low,High,33
K_064,2020-07-27,30014817,Arm500,open,180x180,7,1,Low,Low,High,High,Low,High,High,Medium,High,High,Low,Low,Low,Low,33
K_064,2020-07-27,30014821,Arm500,open,180x180,12,2,Critical,Low,High,High,Low,High,High,Medium,High,High,Low,Low,Medium,Low,33
K_064,2020-07-27,30014824,Arm500,open,180x180,14,6,Healthy,Low,High,High,Low,High,High,Medium,High,High,Low,Low,Medium,High,33
K_064,2020-07-27,30014825,Arm500,open,180x180,18,5,Healthy,Medium,High,High,Low,High,High,Medium,High,High,Low,Low,High,High,30
K_065,2020-07-28,30014808,Arm500,open,180x180,10,3,Critical,Low,High,High,Low,High,Low,Medium,High,High,Low,Low,Medium,Medium,20
K_065,2020-07-28,30014810,Arm500,open,180x180,9,3,Critical,Low,High,High,Low,High,Low,Medium,High,High,Low,Low,Medium,Medium,20
K_065,2020-07-28,30014817,Arm500,open,180x180,7,1,Critical,Low,High,High,Low,High,Low,Medium,High,High,Low,Low,Low,Low,20
K_065,2020-07-28,30014821,Arm500,open,180x180,12,2,Critical,Low,High,High,Low,High,Low,Medium,High,High,Low,Low,Medium,Low,20
K_065,2020-07-28,30014824,Arm500,open,180x180,14,6,Healthy,Low,High,High,Low,High,Low,Medium,High,High,Low,Low,Medium,High,20
K_065,2020-07-28,30014825,Arm500,open,180x180,18,5,Healthy,Low,High,High,Low,High,Low,Medium,High,High,Low,Low,High,High,20
K_065,2020-07-28,83898,Arm500,open,180x180,8,1,Healthy,Low,High,High,Low,High,Low,Medium,High,High,Low,Low,Low,Low,20
K_066,2020-07-29,30014808,Arm500,open,180x180,10,3,Critical,Medium,High,High,Low,High,High,Medium,High,High,Low,Low,Medium,Medium,33
K_066,2020-07-29,30014810,Arm500,open,180x180,9,5,Critical,Medium,High,High,Low,High,High,Medium,High,High,Low,Low,Medium,High,33
K_066,2020-07-29,30014817,Arm500,open,180x180,7,2,Critical,Medium,High,High,Low,High,High,Medium,High,High,Low,Low,Low,Low,33
K_066,2020-07-29,30014821,Arm500,open,180x180,12,2,Critical,Medium,High,High,Low,High,High,Medium,High,High,Low,Low,Medium,Low,33
K_066,2020-07-29,30014824,Arm500,open,180x180,14,6,Healthy,Medium,High,High,Low,High,High,Medium,High,High,Low,Low,Medium,High,33
K_066,2020-07-29,30014825,Arm500,open,180x180,18,5,Medium,Medium,High,High,Low,High,High,Medium,High,High,Low,Low,High,High,33
K_066,2020-07-29,83898,Arm500,open,180x180,8,1,Medium,Medium,High,High,Low,High,High,Medium,High,High,Low,Low,Low,Low,33
K_067,2020-07-30,30014803,Arm500,open,180x180,15,1,Critical,Low,High,High,Low,High,Low,Medium,High,High,Low,Low,Medium,Low,33
K_067,2020-07-30,30014808,Arm500,open,180x180,10,3,Critical,Low,High,High,Low,High,Low,Medium,High,High,Low,Low,Medium,Medium,34
K_067,2020-07-30,30014810,Arm500,open,180x180,9,5,Critical,Low,High,High,Low,High,Low,Medium,High,High,Low,Low,Medium,High,34
K_067,2020-07-30,30014817,Arm500,open,180x180,7,2,Critical,Low,High,High,Low,High,Low,Medium,High,High,Low,Low,Low,Low,34
K_067,2020-07-30,30014824,Arm500,open,180x180,14,6,Medium,Low,High,High,Low,High,Low,Medium,High,High,Low,Low,Medium,High,34
K_067,2020-07-30,83898,Arm500,open,180x180,8,1,Critical,Low,High,High,Low,High,Low,Medium,High,High,Low,Low,Low,Low,33
K_068,2020-07-31,30014803,Arm500,open,180x180,15,1,Critical,Low,Medium,High,Low,High,Low,Medium,High,High,Low,Low,Medium,Low,31
K_068,2020-07-31,30014808,Arm500,open,180x180,10,3,Critical,Low,Medium,High,Low,High,Low,Medium,High,High,Low,Low,Medium,Medium,31
K_068,2020-07-31,30014810,Arm500,open,180x180,9,5,Critical,Low,Medium,High,Low,High,Low,Medium,High,High,Low,Low,Medium,High,31
K_068,2020-07-31,30014815,Arm500,open,180x180,13,4,Critical,Medium,Medium,High,Low,High,High,Medium,High,High,Low,Low,Medium,Medium,20
K_068,2020-07-31,30014816,Arm500,open,180x180,17,1,Low,Low,Medium,High,Low,High,Low,Medium,High,High,Low,Low,High,Low,31
K_068,2020-07-31,30014817,Arm500,open,180x180,7,2,Critical,Low,Medium,High,Low,High,Low,Medium,High,High,Low,Low,Low,Low,31
K_068,2020-07-31,30014820,Arm500,open,180x180,16,2,Critical,Low,Medium,High,Low,High,Low,Medium,High,High,Low,Low,Medium,Low,31
K_068,2020-07-31,30014824,Arm500,open,180x180,14,6,Medium,Low,Medium,High,Low,High,Low,Medium,High,High,Low,Low,Medium,High,31
K_068,2020-07-31,30014825,Arm500,open,180x180,18,6,Medium,Low,Medium,High,Low,High,Low,Medium,High,High,Low,Low,High,High,31
K_069,2020-08-05,30014811,St4sp,open,150x150,8,2,Critical,Low,High,High,Low,Low,Medium,High,High,High,Low,Low,Low,Low,32
K_069,2020-08-05,30014812,St4sp,open,150x150,7,1,Healthy,Low,High,High,Low,Low,Medium,High,High,High,Low,Low,Low,Low,32
K_069,2020-08-05,30014814,St4sp,open,150x150,12,3,Healthy,Low,High,High,Low,Low,Medium,High,High,High,Low,Low,Medium,Medium,32
K_069,2020-08-05,30014819,St4sp,open,150x150,10,5,Healthy,Low,High,High,Low,Low,Medium,High,High,High,Low,Low,Medium,High,32
K_069,2020-08-05,30014824,St4sp,open,150x150,14,5,Medium,Low,High,High,Low,Low,Medium,High,High,High,Low,Low,Medium,High,32
K_069,2020-08-05,30014825,St4sp,open,150x150,18,2,Medium,Low,High,High,Low,Low,Medium,High,High,High,Low,Low,High,Low,32
K_070,2020-08-07,30014806,25G2S,open,180x180,8,4,Healthy,Low,High,High,Low,High,Low,Medium,High,High,Low,Low,Low,Medium,31
K_070,2020-08-07,30014812,25G2S,open,180x180,7,1,Healthy,Low,High,High,Low,High,Low,Medium,High,High,Low,Low,Low,Low,31
K_070,2020-08-07,30014814,25G2S,open,180x180,12,3,Healthy,Low,High,High,Low,High,Low,Medium,High,High,Low,Low,Medium,Medium,31
K_070,2020-08-07,30014816,25G2S,open,180x180,17,6,Critical,Low,High,High,Low,High,Low,Medium,High,High,Low,Low,High,High,31
K_070,2020-08-07,30014820,25G2S,open,180x180,16,1,Critical,Low,High,High,Low,High,Low,Medium,High,High,Low,Low,Medium,Low,31
K_070,2020-08-07,30014824,25G2S,open,180x180,14,5,Low,Low,High,High,Low,High,Low,Medium,High,High,Low,Low,Medium,High,31
K_070,2020-08-07,30014825,25G2S,open,180x180,18,2,Low,Low,High,High,Low,High,Low,Medium,High,High,Low,Low,High,Low,31
K_071,2020-08-08,30014806,Arm500,open,180x180,8,4,Healthy,Low,High,High,Low,High,Low,Medium,High,High,Low,Low,Low,Medium,34
K_071,2020-08-08,30014814,Arm500,open,180x180,12,3,Medium,Low,High,High,Low,High,Low,Medium,High,High,Low,Low,Medium,Medium,34
K_071,2020-08-08,30014816,Arm500,open,180x180,17,6,Critical,Low,High,High,Low,High,Low,Medium,High,High,Low,Low,High,High,34
K_071,2020-08-08,30014820,Arm500,open,180x180,16,1,Critical,Low,High,High,Low,High,Low,Medium,High,High,Low,Low,Medium,Low,34
K_071,2020-08-08,30014824,Arm500,open,180x180,14,5,Low,Low,High,High,Low,High,Low,Medium,High,High,Low,Low,Medium,High,34
K_071,2020-08-08,30014825,Arm500,open,180x180,18,2,Low,Low,High,High,Low,High,Low,Medium,High,High,Low,Low,High,Low,34
K_072,2020-08-09,30014806,Arm500,open,180x180,8,4,Medium,Medium,High,High,Low,High,Low,Medium,High,High,Low,Low,Low,Medium,33
K_072,2020-08-09,30014812,Arm500,open,180x180,7,2,Healthy,Medium,High,High,Low,High,Low,Medium,High,High,Low,Low,Low,Low,33
K_072,2020-08-09,30014814,Arm500,open,180x180,12,3,Medium,Medium,High,High,Low,High,Low,Medium,High,High,Low,Low,Medium,Medium,33
K_072,2020-08-09,30014816,Arm500,open,180x180,17,6,Critical,Medium,High,High,Low,High,Low,Medium,High,High,Low,Low,High,High,33
