record_type,intent_str,intent_size,lifespan,lifespan_pct,classification,birth_day,last_alive_day,still_alive_at_end,alive_days,avg_extent_size,date,n_births,n_deaths,n_alive,attribute,level,prevalence_pct,n_concepts,context_id,n_objects,n_attributes,density,avg_intent_size,max_intent_size,max_extent_size,Metric,Value
life_track,RUL_BIN=Critical | alloy_speed_meter_minute_BIN=Medium | alloy_type=open | cast_in_row_BIN=High | crystallizer_movementmm_BIN=Low | resistance_tonn_BIN=Low | steel_temperature_grab1Celsius_BIN=High | steel_type=Arm500 | steel_weighttonn_BIN=High | swing_frequency_amount_minute_BIN=High | temperature_measurement1_Celsius_BIN=Low | temperature_measurement2_Celsius_BIN=Low | water_consumption_BIN=High | water_temperature_deltaCelsius_BIN=High | workpiece_slice_geometry=180x180,15.0,1.0,1.16,Ephemeral,2020-06-09,2020-06-09,False,2020-06-09,5.0,,,,,,,,,,,,,,,,,
life_track,RUL_BIN=Healthy | alloy_speed_meter_minute_BIN=High | alloy_type=close | cast_in_row_BIN=Low | crystallizer_movementmm_BIN=Low | num_stream_BIN=Low | resistance_tonn_BIN=Low | steel_temperature_grab1Celsius_BIN=High | steel_type=1010 | steel_weighttonn_BIN=High | swing_frequency_amount_minute_BIN=Medium | temperature_measurement1_Celsius_BIN=Low | temperature_measurement2_Celsius_BIN=Low | water_consumption_BIN=High | workpiece_slice_geometry=150x150,15.0,1.0,1.16,Ephemeral,2020-07-05,2020-07-05,False,2020-07-05,2.0,,,,,,,,,,,,,,,,,
life_track,RUL_BIN=Healthy | alloy_speed_meter_minute_BIN=High | alloy_type=close | cast_in_row_BIN=Low | crystallizer_movementmm_BIN=Low | num_crystallizer_BIN=Medium | resistance_tonn_BIN=Low | steel_temperature_grab1Celsius_BIN=High | steel_type=1010 | steel_weighttonn_BIN=High | swing_frequency_amount_minute_BIN=Medium | temperature_measurement1_Celsius_BIN=Low | temperature_measurement2_Celsius_BIN=Low | water_consumption_BIN=High | workpiece_slice_geometry=150x150,15.0,1.0,1.16,Ephemeral,2020-07-05,2020-07-05,False,2020-07-05,6.0,,,,,,,,,,,,,,,,,
life_track,RUL_BIN=Healthy | alloy_speed_meter_minute_BIN=High | alloy_type=close | cast_in_row_BIN=Low | crystallizer_movementmm_BIN=Low | resistance_tonn_BIN=Low | steel_temperature_grab1Celsius_BIN=High | steel_type=1010 | steel_weighttonn_BIN=High | swing_frequency_amount_minute_BIN=Medium | temperature_measurement1_Celsius_BIN=Low | temperature_measurement2_Celsius_BIN=Low | water_consumption_BIN=High | water_temperature_deltaCelsius_BIN=Low | workpiece_slice_geometry=150x150,15.0,1.0,1.16,Ephemeral,2020-07-05,2020-07-05,False,2020-07-05,5.0,,,,,,,,,,,,,,,,,
life_track,RUL_BIN=Healthy | alloy_speed_meter_minute_BIN=Medium | alloy_type=open | cast_in_row_BIN=Low | crystallizer_movementmm_BIN=Low | resistance_tonn_BIN=Low | steel_temperature_grab1Celsius_BIN=High | steel_type=Arm500 | steel_weighttonn_BIN=Medium | swing_frequency_amount_minute_BIN=High | temperature_measurement1_Celsius_BIN=Low | temperature_measurement2_Celsius_BIN=Low | water_consumption_BIN=High | water_temperature_deltaCelsius_BIN=High | workpiece_slice_geometry=180x180,15.0,1.0,1.16,Ephemeral,2020-07-09,2020-07-09,False,2020-07-09,9.0,,,,,,,,,,,,,,,,,
life_track,alloy_speed_meter_minute_BIN=Medium | alloy_type=open | cast_in_row_BIN=High | crystallizer_movementmm_BIN=Low | num_stream_BIN=Medium | resistance_tonn_BIN=Low | steel_temperature_grab1Celsius_BIN=High | steel_type=Arm500 | steel_weighttonn_BIN=High | swing_frequency_amount_minute_BIN=High | temperature_measurement1_Celsius_BIN=Low | temperature_measurement2_Celsius_BIN=Low | water_consumption_BIN=High | water_temperature_deltaCelsius_BIN=High | workpiece_slice_geometry=180x180,15.0,1.0,1.16,Ephemeral,2020-07-14,2020-07-14,False,2020-07-14,3.0,,,,,,,,,,,,,,,,,
life_track,alloy_speed_meter_minute_BIN=Medium | alloy_type=open | cast_in_row_BIN=High | crystallizer_movementmm_BIN=Low | num_stream_BIN=Low | resistance_tonn_BIN=Low | steel_temperature_grab1Celsius_BIN=High | steel_type=Arm500 | steel_weighttonn_BIN=High | swing_frequency_amount_minute_BIN=High | temperature_measurement1_Celsius_BIN=Low | temperature_measurement2_Celsius_BIN=Low | water_consumption_BIN=High | water_temperature_deltaCelsius_BIN=High | workpiece_slice_geometry=180x180,15.0,1.0,1.16,Ephemeral,2020-07-14,2020-07-14,False,2020-07-14,4.0,,,,,,,,,,,,,,,,,
life_track,alloy_speed_meter_minute_BIN=Medium | alloy_type=open | cast_in_row_BIN=High | crystallizer_movementmm_BIN=Low | num_crystallizer_BIN=Medium | resistance_tonn_BIN=Low | steel_temperature_grab1Celsius_BIN=High | steel_type=Arm500 | steel_weighttonn_BIN=High | swing_frequency_amount_minute_BIN=High | temperature_measurement1_Celsius_BIN=Low | temperature_measurement2_Celsius_BIN=Low | water_consumption_BIN=High | water_temperature_deltaCelsius_BIN=High | workpiece_slice_geometry=180x180,15.0,1.0,1.16,Ephemeral,2020-07-14,2020-07-14,False,2020-07-14,6.0,,,,,,,,,,,,,,,,,
life_track,alloy_speed_meter_minute_BIN=Medium | alloy_type=open | cast_in_row_BIN=High | crystallizer_movementmm_BIN=Low | num_crystallizer_BIN=Low | resistance_tonn_BIN=Low | steel_temperature_grab1Celsius_BIN=High | steel_type=Arm500 | steel_weighttonn_BIN=High | swing_frequency_amount_minute_BIN=High | temperature_measurement1_Celsius_BIN=Low | temperature_measurement2_Celsius_BIN=Low | water_consumption_BIN=High | water_temperature_deltaCelsius_BIN=High | workpiece_slice_geometry=180x180,15.0,1.0,1.16,Ephemeral,2020-07-14,2020-07-14,False,2020-07-14,2.0,,,,,,,,,,,,,,,,,
life_track,RUL_BIN=Medium | alloy_speed_meter_minute_BIN=Medium | alloy_type=open | cast_in_row_BIN=High | crystallizer_movementmm_BIN=Low | resistance_tonn_BIN=Low | steel_temperature_grab1Celsius_BIN=High | steel_type=Arm500 | steel_weighttonn_BIN=High | swing_frequency_amount_minute_BIN=High | temperature_measurement1_Celsius_BIN=Low | temperature_measurement2_Celsius_BIN=Low | water_consumption_BIN=High | water_temperature_deltaCelsius_BIN=High | workpiece_slice_geometry=180x180,15.0,1.0,1.16,Ephemeral,2020-07-14,2020-07-14,False,2020-07-14,5.0,,,,,,,,,,,,,,,,,
life_track,RUL_BIN=Healthy | alloy_speed_meter_minute_BIN=Medium | alloy_type=open | cast_in_row_BIN=High | crystallizer_movementmm_BIN=Low | resistance_tonn_BIN=Low | steel_temperature_grab1Celsius_BIN=High | steel_type=Arm500 | steel_weighttonn_BIN=High | swing_frequency_amount_minute_BIN=High | temperature_measurement1_Celsius_BIN=Low | temperature_measurement2_Celsius_BIN=Low | water_consumption_BIN=High | water_temperature_deltaCelsius_BIN=High | workpiece_slice_geometry=180x180,15.0,1.0,1.16,Ephemeral,2020-07-14,2020-07-14,False,2020-07-14,4.0,,,,,,,,,,,,,,,,,
life_track,alloy_speed_meter_minute_BIN=Medium | alloy_type=open | cast_in_row_BIN=Medium | crystallizer_movementmm_BIN=High | num_stream_BIN=Medium | resistance_tonn_BIN=Low | steel_temperature_grab1Celsius_BIN=High | steel_type=Arm500 | steel_weighttonn_BIN=High | swing_frequency_amount_minute_BIN=High | temperature_measurement1_Celsius_BIN=Low | temperature_measurement2_Celsius_BIN=Low | water_consumption_BIN=High | water_temperature_deltaCelsius_BIN=High | workpiece_slice_geometry=180x180,15.0,1.0,1.16,Ephemeral,2020-07-15,2020-07-15,False,2020-07-15,3.0,,,,,,,,,,,,,,,,,
life_track,alloy_speed_meter_minute_BIN=Medium | alloy_type=open | cast_in_row_BIN=Medium | crystallizer_movementmm_BIN=High | num_crystallizer_BIN=High | resistance_tonn_BIN=Low | steel_temperature_grab1Celsius_BIN=High | steel_type=Arm500 | steel_weighttonn_BIN=High | swing_frequency_amount_minute_BIN=High | temperature_measurement1_Celsius_BIN=Low | temperature_measurement2_Celsius_BIN=Low | water_consumption_BIN=High | water_temperature_deltaCelsius_BIN=High | workpiece_slice_geometry=180x180,15.0,1.0,1.16,Ephemeral,2020-07-15,2020-07-15,False,2020-07-15,2.0,,,,,,,,,,,,,,,,,
life_track,alloy_speed_meter_minute_BIN=Medium | alloy_type=open | cast_in_row_BIN=High | crystallizer_movementmm_BIN=High | num_stream_BIN=Medium | resistance_tonn_BIN=Low | steel_temperature_grab1Celsius_BIN=High | steel_type=Arm500 | steel_weighttonn_BIN=High | swing_frequency_amount_minute_BIN=High | temperature_measurement1_Celsius_BIN=Low | temperature_measurement2_Celsius_BIN=Low | water_consumption_BIN=High | water_temperature_deltaCelsius_BIN=High | workpiece_slice_geometry=180x180,15.0,1.0,1.16,Ephemeral,2020-07-17,2020-07-17,False,2020-07-17,3.0,,,,,,,,,,,,,,,,,
life_track,alloy_speed_meter_minute_BIN=Medium | alloy_type=open | cast_in_row_BIN=High | crystallizer_movementmm_BIN=High | num_crystallizer_BIN=Medium | resistance_tonn_BIN=Low | steel_temperature_grab1Celsius_BIN=High | steel_type=Arm500 | steel_weighttonn_BIN=High | swing_frequency_amount_minute_BIN=High | temperature_measurement1_Celsius_BIN=Low | temperature_measurement2_Celsius_BIN=Low | water_consumption_BIN=High | water_temperature_deltaCelsius_BIN=High | workpiece_slice_geometry=180x180,15.0,1.0,1.16,Ephemeral,2020-07-17,2020-07-17,False,2020-07-17,6.0,,,,,,,,,,,,,,,,,
life_track,alloy_speed_meter_minute_BIN=Medium | alloy_type=open | cast_in_row_BIN=High | crystallizer_movementmm_BIN=High | num_crystallizer_BIN=High | resistance_tonn_BIN=Low | steel_temperature_grab1Celsius_BIN=High | steel_type=Arm500 | steel_weighttonn_BIN=High | swing_frequency_amount_minute_BIN=High | temperature_measurement1_Celsius_BIN=Low | temperature_measurement2_Celsius_BIN=Low | water_consumption_BIN=High | water_temperature_deltaCelsius_BIN=High | workpiece_slice_geometry=180x180,15.0,1.0,1.16,Ephemeral,2020-07-17,2020-07-17,False,2020-07-17,2.0,,,,,,,,,,,,,,,,,
life_track,RUL_BIN=Medium | alloy_speed_meter_minute_BIN=Medium | alloy_type=open | cast_in_row_BIN=High | crystallizer_movementmm_BIN=High | resistance_tonn_BIN=Low | steel_temperature_grab1Celsius_BIN=High | steel_type=Arm500 | steel_weighttonn_BIN=High | swing_frequency_amount_minute_BIN=High | temperature_measurement1_Celsius_BIN=Low | temperature_measurement2_Celsius_BIN=Low | water_consumption_BIN=High | water_temperature_deltaCelsius_BIN=High | workpiece_slice_geometry=180x180,15.0,1.0,1.16,Ephemeral,2020-07-17,2020-07-17,False,2020-07-17,7.0,,,,,,,,,,,,,,,,,
life_track,RUL_BIN=Low | alloy_speed_meter_minute_BIN=Medium | alloy_type=open | cast_in_row_BIN=Medium | crystallizer_movementmm_BIN=High | resistance_tonn_BIN=Low | steel_temperature_grab1Celsius_BIN=High | steel_type=Arm500 | steel_weighttonn_BIN=High | swing_frequency_amount_minute_BIN=High | temperature_measurement1_Celsius_BIN=Low | temperature_measurement2_Celsius_BIN=Low | water_consumption_BIN=High | water_temperature_deltaCelsius_BIN=High | workpiece_slice_geometry=180x180,15.0,1.0,1.16,Ephemeral,2020-07-19,2020-07-19,False,2020-07-19,5.0,,,,,,,,,,,,,,,,,
life_track,alloy_speed_meter_minute_BIN=Medium | alloy_type=open | cast_in_row_BIN=Medium | crystallizer_movementmm_BIN=High | num_stream_BIN=Medium | resistance_tonn_BIN=Low | steel_temperature_grab1Celsius_BIN=High | steel_type=Arm500 | steel_weighttonn_BIN=Medium | swing_frequency_amount_minute_BIN=High | temperature_measurement1_Celsius_BIN=Low | temperature_measurement2_Celsius_BIN=Low | water_consumption_BIN=High | water_temperature_deltaCelsius_BIN=High | workpiece_slice_geometry=180x180,15.0,1.0,1.16,Ephemeral,2020-07-23,2020-07-23,False,2020-07-23,3.0,,,,,,,,,,,,,,,,,
life_track,alloy_speed_meter_minute_BIN=Medium | alloy_type=open | cast_in_row_BIN=Medium | crystallizer_movementmm_BIN=High | num_stream_BIN=High | resistance_tonn_BIN=Low | steel_temperature_grab1Celsius_BIN=High | steel_type=Arm500 | steel_weighttonn_BIN=Medium | swing_frequency_amount_minute_BIN=High | temperature_measurement1_Celsius_BIN=Low | temperature_measurement2_Celsius_BIN=Low | water_consumption_BIN=High | water_temperature_deltaCelsius_BIN=High | workpiece_slice_geometry=180x180,15.0,1.0,1.16,Ephemeral,2020-07-23,2020-07-23,False,2020-07-23,4.0,,,,,,,,,,,,,,,,,
life_track,alloy_speed_meter_minute_BIN=Medium | alloy_type=open | cast_in_row_BIN=Medium | crystallizer_movementmm_BIN=High | num_crystallizer_BIN=High | resistance_tonn_BIN=Low | steel_temperature_grab1Celsius_BIN=High | steel_type=Arm500 | steel_weighttonn_BIN=Medium | swing_frequency_amount_minute_BIN=High | temperature_measurement1_Celsius_BIN=Low | temperature_measurement2_Celsius_BIN=Low | water_consumption_BIN=High | water_temperature_deltaCelsius_BIN=High | workpiece_slice_geometry=180x180,15.0,1.0,1.16,Ephemeral,2020-07-23,2020-07-23,False,2020-07-23,2.0,,,,,,,,,,,,,,,,,
life_track,alloy_speed_meter_minute_BIN=Medium | alloy_type=open | cast_in_row_BIN=Medium | crystallizer_movementmm_BIN=High | num_stream_BIN=Low | resistance_tonn_BIN=Low | steel_temperature_grab1Celsius_BIN=High | steel_type=Arm500 | steel_weighttonn_BIN=Medium | swing_frequency_amount_minute_BIN=High | temperature_measurement1_Celsius_BIN=Low | temperature_measurement2_Celsius_BIN=Low | water_consumption_BIN=High | water_temperature_deltaCelsius_BIN=High | workpiece_slice_geometry=180x180,15.0,1.0,1.16,Ephemeral,2020-07-25,2020-07-25,False,2020-07-25,2.0,,,,,,,,,,,,,,,,,
life_track,alloy_speed_meter_minute_BIN=Medium | alloy_type=open | cast_in_row_BIN=Medium | crystallizer_movementmm_BIN=High | num_crystallizer_BIN=Low | resistance_tonn_BIN=Low | steel_temperature_grab1Celsius_BIN=High | steel_type=Arm500 | steel_weighttonn_BIN=Medium | swing_frequency_amount_minute_BIN=High | temperature_measurement1_Celsius_BIN=Low | temperature_measurement2_Celsius_BIN=Low | water_consumption_BIN=High | water_temperature_deltaCelsius_BIN=High | workpiece_slice_geometry=180x180,15.0,1.0,1.16,Ephemeral,2020-07-25,2020-07-25,False,2020-07-25,2.0,,,,,,,,,,,,,,,,,
life_track,RUL_BIN=Critical | alloy_speed_meter_minute_BIN=Medium | alloy_type=open | cast_in_row_BIN=Medium | crystallizer_movementmm_BIN=High | resistance_tonn_BIN=Low | steel_temperature_grab1Celsius_BIN=High | steel_type=Arm500 | steel_weighttonn_BIN=Medium | swing_frequency_amount_minute_BIN=High | temperature_measurement1_Celsius_BIN=Low | temperature_measurement2_Celsius_BIN=Low | water_consumption_BIN=High | water_temperature_deltaCelsius_BIN=High | workpiece_slice_geometry=180x180,15.0,1.0,1.16,Ephemeral,2020-07-25,2020-07-25,False,2020-07-25,3.0,,,,,,,,,,,,,,,,,
life_track,alloy_speed_meter_minute_BIN=Medium | alloy_type=open | cast_in_row_BIN=Low | crystallizer_movementmm_BIN=High | num_stream_BIN=Low | resistance_tonn_BIN=Low | steel_temperature_grab1Celsius_BIN=High | steel_type=Arm500 | steel_weighttonn_BIN=High | swing_frequency_amount_minute_BIN=High | temperature_measurement1_Celsius_BIN=Low | temperature_measurement2_Celsius_BIN=Low | water_consumption_BIN=High | water_temperature_deltaCelsius_BIN=High | workpiece_slice_geometry=180x180,15.0,1.0,1.16,Ephemeral,2020-07-27,2020-07-27,False,2020-07-27,2.0,,,,,,,,,,,,,,,,,
life_track,alloy_speed_meter_minute_BIN=Medium | alloy_type=open | cast_in_row_BIN=Low | crystallizer_movementmm_BIN=High | num_stream_BIN=High | resistance_tonn_BIN=Low | steel_temperature_grab1Celsius_BIN=High | steel_type=Arm500 | steel_weighttonn_BIN=High | swing_frequency_amount_minute_BIN=High | temperature_measurement1_Celsius_BIN=Low | temperature_measurement2_Celsius_BIN=Low | water_consumption_BIN=High | water_temperature_deltaCelsius_BIN=High | workpiece_slice_geometry=180x180,15.0,1.0,1.16,Ephemeral,2020-07-27,2020-07-27,False,2020-07-27,2.0,,,,,,,,,,,,,,,,,
life_track,RUL_BIN=Healthy | alloy_speed_meter_minute_BIN=Medium | alloy_type=open | crystallizer_movementmm_BIN=High | num_stream_BIN=High | resistance_tonn_BIN=Low | steel_temperature_grab1Celsius_BIN=High | steel_type=Arm500 | steel_weighttonn_BIN=High | swing_frequency_amount_minute_BIN=High | temperature_measurement1_Celsius_BIN=Low | temperature_measurement2_Celsius_BIN=Low | water_consumption_BIN=High | water_temperature_deltaCelsius_BIN=High | workpiece_slice_geometry=180x180,15.0,1.0,1.16,Ephemeral,2020-07-27,2020-07-27,False,2020-07-27,2.0,,,,,,,,,,,,,,,,,
life_track,RUL_BIN=Critical | alloy_speed_meter_minute_BIN=Medium | alloy_type=open | cast_in_row_BIN=Medium | crystallizer_movementmm_BIN=High | resistance_tonn_BIN=Low | steel_temperature_grab1Celsius_BIN=High | steel_type=Arm500 | steel_weighttonn_BIN=High | swing_frequency_amount_minute_BIN=High | temperature_measurement1_Celsius_BIN=Low | temperature_measurement2_Celsius_BIN=Low | water_consumption_BIN=High | water_temperature_deltaCelsius_BIN=High | workpiece_slice_geometry=180x180,15.0,1.0,1.16,Ephemeral,2020-07-29,2020-07-29,False,2020-07-29,4.0,,,,,,,,,,,,,,,,,
life_track,alloy_speed_meter_minute_BIN=Medium | alloy_type=open | cast_in_row_BIN=Low | crystallizer_movementmm_BIN=Low | num_stream_BIN=Low | resistance_tonn_BIN=Low | steel_temperature_grab1Celsius_BIN=High | steel_type=Arm500 | steel_weighttonn_BIN=Medium | swing_frequency_amount_minute_BIN=High | temperature_measurement1_Celsius_BIN=Low | temperature_measurement2_Celsius_BIN=Low | water_consumption_BIN=High | water_temperature_deltaCelsius_BIN=High | workpiece_slice_geometry=180x180,15.0,1.0,1.16,Ephemeral,2020-07-31,2020-07-31,False,2020-07-31,4.0,,,,,,,,,,,,,,,,,
life_track,alloy_speed_meter_minute_BIN=Medium | alloy_type=open | cast_in_row_BIN=Low | crystallizer_movementmm_BIN=Low | num_stream_BIN=High | resistance_tonn_BIN=Low | steel_temperature_grab1Celsius_BIN=High | steel_type=Arm500 | steel_weighttonn_BIN=Medium | swing_frequency_amount_minute_BIN=High | temperature_measurement1_Celsius_BIN=Low | temperature_measurement2_Celsius_BIN=Low | water_consumption_BIN=High | water_temperature_deltaCelsius_BIN=High | workpiece_slice_geometry=180x180,15.0,1.0,1.16,Ephemeral,2020-07-31,2020-07-31,False,2020-07-31,3.0,,,,,,,,,,,,,,,,,
life_track,alloy_speed_meter_minute_BIN=Medium | alloy_type=open | cast_in_row_BIN=Low | crystallizer_movementmm_BIN=Low | num_crystallizer_BIN=Medium | resistance_tonn_BIN=Low | steel_temperature_grab1Celsius_BIN=High | steel_type=Arm500 | steel_weighttonn_BIN=Medium | swing_frequency_amount_minute_BIN=High | temperature_measurement1_Celsius_BIN=Low | temperature_measurement2_Celsius_BIN=Low | water_consumption_BIN=High | water_temperature_deltaCelsius_BIN=High | workpiece_slice_geometry=180x180,15.0,1.0,1.16,Ephemeral,2020-07-31,2020-07-31,False,2020-07-31,5.0,,,,,,,,,,,,,,,,,
life_track,RUL_BIN=Critical | alloy_speed_meter_minute_BIN=Medium | alloy_type=open | num_crystallizer_BIN=Medium | num_stream_BIN=Medium | resistance_tonn_BIN=Low | steel_temperature_grab1Celsius_BIN=High | steel_type=Arm500 | steel_weighttonn_BIN=Medium | swing_frequency_amount_minute_BIN=High | temperature_measurement1_Celsius_BIN=Low | temperature_measurement2_Celsius_BIN=Low | water_consumption_BIN=High | water_temperature_deltaCelsius_BIN=High | workpiece_slice_geometry=180x180,15.0,1.0,1.16,Ephemeral,2020-07-31,2020-07-31,False,2020-07-31,2.0,,,,,,,,,,,,,,,,,
life_track,alloy_speed_meter_minute_BIN=High | alloy_type=open | cast_in_row_BIN=Low | crystallizer_movementmm_BIN=Medium | num_stream_BIN=Low | resistance_tonn_BIN=Low | steel_temperature_grab1Celsius_BIN=High | steel_type=St4sp | steel_weighttonn_BIN=High | swing_frequency_amount_minute_BIN=Low | temperature_measurement1_Celsius_BIN=Low | temperature_measurement2_Celsius_BIN=Low | water_consumption_BIN=High | water_temperature_deltaCelsius_BIN=High | workpiece_slice_geometry=150x150,15.0,1.0,1.16,Ephemeral,2020-08-05,2020-08-05,False,2020-08-05,3.0,,,,,,,,,,,,,,,,,
life_track,alloy_speed_meter_minute_BIN=High | alloy_type=open | cast_in_row_BIN=Low | crystallizer_movementmm_BIN=Medium | num_crystallizer_BIN=Medium | resistance_tonn_BIN=Low | steel_temperature_grab1Celsius_BIN=High | steel_type=St4sp | steel_weighttonn_BIN=High | swing_frequency_amount_minute_BIN=Low | temperature_measurement1_Celsius_BIN=Low | temperature_measurement2_Celsius_BIN=Low | water_consumption_BIN=High | water_temperature_deltaCelsius_BIN=High | workpiece_slice_geometry=150x150,15.0,1.0,1.16,Ephemeral,2020-08-05,2020-08-05,False,2020-08-05,3.0,,,,,,,,,,,,,,,,,
life_track,RUL_BIN=Medium | alloy_speed_meter_minute_BIN=High | alloy_type=open | cast_in_row_BIN=Low | crystallizer_movementmm_BIN=Medium | resistance_tonn_BIN=Low | steel_temperature_grab1Celsius_BIN=High | steel_type=St4sp | steel_weighttonn_BIN=High | swing_frequency_amount_minute_BIN=Low | temperature_measurement1_Celsius_BIN=Low | temperature_measurement2_Celsius_BIN=Low | water_consumption_BIN=High | water_temperature_deltaCelsius_BIN=High | workpiece_slice_geometry=150x150,15.0,1.0,1.16,Ephemeral,2020-08-05,2020-08-05,False,2020-08-05,2.0,,,,,,,,,,,,,,,,,
life_track,RUL_BIN=Healthy | alloy_speed_meter_minute_BIN=High | alloy_type=open | cast_in_row_BIN=Low | crystallizer_movementmm_BIN=Medium | resistance_tonn_BIN=Low | steel_temperature_grab1Celsius_BIN=High | steel_type=St4sp | steel_weighttonn_BIN=High | swing_frequency_amount_minute_BIN=Low | temperature_measurement1_Celsius_BIN=Low | temperature_measurement2_Celsius_BIN=Low | water_consumption_BIN=High | water_temperature_deltaCelsius_BIN=High | workpiece_slice_geometry=150x150,15.0,1.0,1.16,Ephemeral,2020-08-05,2020-08-05,False,2020-08-05,3.0,,,,,,,,,,,,,,,,,
life_track,alloy_speed_meter_minute_BIN=Medium | alloy_type=open | cast_in_row_BIN=Low | crystallizer_movementmm_BIN=Low | num_stream_BIN=Low | resistance_tonn_BIN=Low | steel_temperature_grab1Celsius_BIN=High | steel_type=25G2S | steel_weighttonn_BIN=High | swing_frequency_amount_minute_BIN=High | temperature_measurement1_Celsius_BIN=Low | temperature_measurement2_Celsius_BIN=Low | water_consumption_BIN=High | water_temperature_deltaCelsius_BIN=High | workpiece_slice_geometry=180x180,15.0,1.0,1.16,Ephemeral,2020-08-07,2020-08-07,False,2020-08-07,3.0,,,,,,,,,,,,,,,,,
life_track,alloy_speed_meter_minute_BIN=Medium | alloy_type=open | cast_in_row_BIN=Low | crystallizer_movementmm_BIN=Low | num_stream_BIN=High | resistance_tonn_BIN=Low | steel_temperature_grab1Celsius_BIN=High | steel_type=25G2S | steel_weighttonn_BIN=High | swing_frequency_amount_minute_BIN=High | temperature_measurement1_Celsius_BIN=Low | temperature_measurement2_Celsius_BIN=Low | water_consumption_BIN=High | water_temperature_deltaCelsius_BIN=High | workpiece_slice_geometry=180x180,15.0,1.0,1.16,Ephemeral,2020-08-07,2020-08-07,False,2020-08-07,2.0,,,,,,,,,,,,,,,,,
life_track,alloy_speed_meter_minute_BIN=Medium | alloy_type=open | cast_in_row_BIN=Low | crystallizer_movementmm_BIN=Low | num_crystallizer_BIN=Medium | resistance_tonn_BIN=Low | steel_temperature_grab1Celsius_BIN=High | steel_type=25G2S | steel_weighttonn_BIN=High | swing_frequency_amount_minute_BIN=High | temperature_measurement1_Celsius_BIN=Low | temperature_measurement2_Celsius_BIN=Low | water_consumption_BIN=High | water_temperature_deltaCelsius_BIN=High | workpiece_slice_geometry=180x180,15.0,1.0,1.16,Ephemeral,2020-08-07,2020-08-07,False,2020-08-07,3.0,,,,,,,,,,,,,,,,,
life_track,alloy_speed_meter_minute_BIN=Medium | alloy_type=open | cast_in_row_BIN=Low | crystallizer_movementmm_BIN=Low | num_crystallizer_BIN=High | resistance_tonn_BIN=Low | steel_temperature_grab1Celsius_BIN=High | steel_type=25G2S | steel_weighttonn_BIN=High | swing_frequency_amount_minute_BIN=High | temperature_measurement1_Celsius_BIN=Low | temperature_measurement2_Celsius_BIN=Low | water_consumption_BIN=High | water_temperature_deltaCelsius_BIN=High | workpiece_slice_geometry=180x180,15.0,1.0,1.16,Ephemeral,2020-08-07,2020-08-07,False,2020-08-07,2.0,,,,,,,,,,,,,,,,,
life_track,RUL_BIN=Low | alloy_speed_meter_minute_BIN=Medium | alloy_type=open | cast_in_row_BIN=Low | crystallizer_movementmm_BIN=Low | resistance_tonn_BIN=Low | steel_temperature_grab1Celsius_BIN=High | steel_type=25G2S | steel_weighttonn_BIN=High | swing_frequency_amount_minute_BIN=High | temperature_measurement1_Celsius_BIN=Low | temperature_measurement2_Celsius_BIN=Low | water_consumption_BIN=High | water_temperature_deltaCelsius_BIN=High | workpiece_slice_geometry=180x180,15.0,1.0,1.16,Ephemeral,2020-08-07,2020-08-07,False,2020-08-07,2.0,,,,,,,,,,,,,,,,,
life_track,RUL_BIN=Healthy | alloy_speed_meter_minute_BIN=Medium | alloy_type=open | cast_in_row_BIN=Low | crystallizer_movementmm_BIN=Low | resistance_tonn_BIN=Low | steel_temperature_grab1Celsius_BIN=High | steel_type=25G2S | steel_weighttonn_BIN=High | swing_frequency_amount_minute_BIN=High | temperature_measurement1_Celsius_BIN=Low | temperature_measurement2_Celsius_BIN=Low | water_consumption_BIN=High | water_temperature_deltaCelsius_BIN=High | workpiece_slice_geometry=180x180,15.0,1.0,1.16,Ephemeral,2020-08-07,2020-08-07,False,2020-08-07,3.0,,,,,,,,,,,,,,,,,
life_track,RUL_BIN=Critical | alloy_speed_meter_minute_BIN=Medium | alloy_type=open | cast_in_row_BIN=Low | crystallizer_movementmm_BIN=Low | resistance_tonn_BIN=Low | steel_temperature_grab1Celsius_BIN=High | steel_type=25G2S | steel_weighttonn_BIN=High | swing_frequency_amount_minute_BIN=High | temperature_measurement1_Celsius_BIN=Low | temperature_measurement2_Celsius_BIN=Low | water_consumption_BIN=High | water_temperature_deltaCelsius_BIN=High | workpiece_slice_geometry=180x180,15.0,1.0,1.16,Ephemeral,2020-08-07,2020-08-07,False,2020-08-07,2.0,,,,,,,,,,,,,,,,,
life_track,RUL_BIN=Low | alloy_speed_meter_minute_BIN=Medium | alloy_type=open | crystallizer_movementmm_BIN=Low | num_stream_BIN=Medium | resistance_tonn_BIN=Low | steel_temperature_grab1Celsius_BIN=High | steel_type=Arm500 | steel_weighttonn_BIN=High | swing_frequency_amount_minute_BIN=High | temperature_measurement1_Celsius_BIN=Low | temperature_measurement2_Celsius_BIN=Low | water_consumption_BIN=High | water_temperature_deltaCelsius_BIN=High | workpiece_slice_geometry=180x180,15.0,1.0,1.16,Ephemeral,2020-08-22,2020-08-22,False,2020-08-22,2.0,,,,,,,,,,,,,,,,,
