kmeans_cluster,dbscan_cluster,calculated_RUL_tons,RUL_Class
0,0,34722,Healthy
2,0,34722,Low
0,0,34719,Medium
0,0,34718,Medium
0,0,34701,Low
0,0,34701,Low
0,0,34701,Low
0,0,34698,Low
0,0,34684,Low
2,0,34680,Healthy
0,0,34662,Low
0,0,34648,Low
0,0,34640,Healthy
1,1,34636,Medium
1,1,34631,Healthy
1,1,34631,Healthy
1,1,34631,Healthy
1,1,34631,Healthy
1,1,34628,Medium
0,0,34602,Medium
0,0,34599,Medium
1,1,34599,Medium
2,0,34597,Low
2,0,34592,Medium
2,0,34587,Medium
0,0,34586,Medium
2,0,34582,Medium
2,0,34581,Healthy
0,0,34581,Healthy
2,0,34566,Medium
2,0,34566,Medium
2,0,34566,Healthy
2,0,34553,Healthy
2,0,34553,Medium
0,0,34551,Medium
0,0,34549,Low
0,0,34541,Low
0,0,34541,Low
0,0,34541,Low
1,1,34534,Healthy
0,0,34528,Low
0,0,34524,Low
2,0,34514,Healthy
0,0,34499,Low
0,0,34484,Low
0,0,34480,Healthy
1,1,34480,Medium
1,1,34462,Medium
1,1,34461,Healthy
1,1,34461,Healthy
1,1,34461,Healthy
1,1,34461,Healthy
1,1,34437,Medium
0,0,34437,Medium
0,0,34436,Medium
2,0,34433,Low
2,0,34432,Medium
2,0,34429,Medium
0,0,34423,Medium
2,0,34419,Medium
2,0,34415,Healthy
0,0,34412,Healthy
2,0,34406,Medium
2,0,34406,Healthy
2,0,34394,Medium
0,-1,34394,Medium
2,0,34392,Healthy
2,0,34389,Medium
2,0,34386,Low
0,0,34378,Low
0,0,34378,Low
0,0,34378,Low
0,0,34377,Low
0,0,34368,Low
2,0,34347,Healthy
0,0,34331,Low
0,0,34330,Low
1,1,34321,Medium
0,0,34319,Healthy
1,1,34300,Medium
1,1,34299,Healthy
1,1,34299,Healthy
1,1,34299,Healthy
1,1,34299,Healthy
0,0,34270,Medium
1,1,34267,Medium
0,0,34267,Medium
2,0,34263,Medium
0,0,34262,Medium
0,0,34258,Low
2,0,34254,Healthy
0,0,34251,Medium
2,0,34249,Healthy
2,0,34246,Medium
2,0,34237,Healthy
2,0,34237,Medium
0,0,34228,Medium
2,0,34225,Medium
2,0,34223,Medium
0,0,34221,Low
0,0,34221,Low
0,0,34221,Low
2,0,34220,Healthy
2,0,34220,Low
0,0,34208,Low
0,0,34208,Low
3,2,34206,Healthy
2,0,34181,Healthy
1,1,34163,Medium
0,0,34161,Low
0,0,34160,Low
0,0,34159,Healthy
1,1,34141,Medium
1,1,34140,Healthy
1,1,34140,Healthy
1,1,34140,Healthy
1,1,34140,Healthy
0,0,34107,Medium
1,1,34103,Medium
2,0,34100,Medium
0,0,34099,Medium
0,0,34097,Medium
2,0,34092,Healthy
0,0,34092,Low
0,0,34084,Medium
2,0,34083,Medium
2,0,34082,Healthy
2,0,34074,Healthy
2,0,34074,Medium
1,1,34073,Healthy
0,0,34071,Medium
2,0,34065,Medium
0,0,34061,Low
0,0,34061,Low
0,0,34061,Low
0,0,34057,Medium
0,0,34056,Low
3,2,34055,Healthy
0,0,34054,Healthy
0,0,34041,Low
0,0,34035,Low
2,0,34015,Healthy
1,1,34000,Medium
0,0,33996,Healthy
0,0,33994,Low
0,0,33992,Low
1,1,33980,Healthy
1,1,33980,Healthy
1,1,33980,Healthy
1,1,33980,Healthy
1,1,33977,Medium
0,0,33953,Medium
1,1,33939,Medium
2,0,33936,Medium
0,0,33933,Medium
2,0,33930,Medium
0,0,33926,Healthy
2,0,33922,Low
2,0,33921,Medium
2,0,33917,Medium
2,0,33916,Healthy
1,1,33909,Healthy
2,0,33904,Medium
2,0,33904,Medium
2,0,33901,Medium
2,0,33901,Healthy
0,0,33899,Low
2,0,33898,Low
2,0,33898,Low
2,0,33898,Low
2,0,33891,Healthy
3,2,33891,Healthy
0,0,33891,Medium
2,0,33886,Low
0,0,33872,Low
2,0,33855,Healthy
1,1,33842,Medium
0,0,33834,Low
0,0,33832,Low
0,0,33830,Healthy
1,1,33821,Medium
1,1,33814,Healthy
1,1,33814,Healthy
1,1,33814,Healthy
1,1,33814,Healthy
0,0,33784,Medium
2,5,33777,Medium
1,1,33776,Medium
0,0,33773,Medium
2,0,33764,Healthy
2,0,33762,Low
0,0,33757,Medium
1,1,33749,Healthy
2,0,33749,Healthy
0,-1,33749,Medium
2,0,33747,Medium
0,0,33747,Low
0,0,33747,Low
0,0,33747,Low
0,0,33741,Medium
2,0,33738,Healthy
2,0,33738,Medium
0,0,33736,Low
0,0,33732,Medium
2,0,33727,Healthy
0,0,33721,Medium
1,0,33716,Healthy
2,0,33711,Low
0,0,33709,Low
2,0,33688,Healthy
1,1,33678,Medium
0,0,33672,Low
0,0,33671,Low
0,0,33664,Healthy
1,1,33653,Medium
1,1,33648,Healthy
1,1,33648,Healthy
1,1,33648,Healthy
1,1,33648,Healthy
0,0,33614,Medium
2,5,33610,Medium
2,0,33608,Healthy
0,0,33607,Medium
1,1,33605,Medium
2,0,33594,Medium
1,1,33594,Healthy
2,0,33590,Critical
2,0,33589,Healthy
0,0,33587,Low
0,0,33587,Low
0,0,33587,Low
0,0,33583,Medium
2,0,33582,Medium
2,0,33581,Medium
2,0,33579,Low
2,0,33575,Healthy
2,0,33575,Medium
0,0,33567,Medium
2,0,33566,Medium
2,0,33558,Healthy
2,0,33552,Healthy
0,0,33543,Low
0,0,33539,Low
2,0,33519,Healthy
1,1,33514,Medium
0,0,33503,Low
0,0,33501,Low
1,1,33498,Medium
2,0,33497,Healthy
1,1,33480,Healthy
1,1,33480,Healthy
1,1,33480,Healthy
1,1,33480,Healthy
0,0,33454,Medium
2,5,33451,Medium
2,0,33448,Healthy
1,1,33446,Medium
0,0,33437,Medium
1,1,33434,Healthy
0,0,33427,Low
0,0,33427,Low
0,0,33427,Low
0,0,33425,Medium
2,0,33425,Medium
2,0,33424,Medium
0,0,33423,Critical
0,0,33419,Medium
0,0,33416,Low
2,0,33414,Healthy
2,0,33408,Healthy
2,0,33408,Medium
2,0,33402,Medium
0,0,33401,Medium
2,0,33395,Healthy
2,0,33392,Healthy
2,0,33376,Low
0,0,33366,Low
2,0,33356,Healthy
1,1,33349,Medium
2,0,33348,Low
2,0,33346,Low
1,1,33334,Medium
0,0,33320,Healthy
1,1,33317,Healthy
1,1,33317,Healthy
1,1,33317,Healthy
1,1,33317,Healthy
0,0,33294,Medium
2,5,33289,Medium
2,0,33285,Healthy
1,1,33278,Medium
1,1,33277,Healthy
2,0,33271,Medium
2,0,33262,Medium
0,0,33260,Low
0,0,33260,Low
2,0,33260,Critical
0,0,33260,Low
2,0,33259,Medium
2,0,33258,Medium
2,0,33257,Medium
0,0,33253,Low
2,0,33251,Healthy
2,0,33251,Medium
2,0,33250,Healthy
0,0,33238,Medium
2,0,33231,Healthy
2,0,33230,Medium
2,0,33220,Healthy
0,0,33210,Low
0,0,33197,Low
2,0,33195,Healthy
1,1,33187,Medium
0,0,33183,Low
2,0,33179,Low
1,1,33164,Medium
2,0,33160,Healthy
1,1,33153,Healthy
1,1,33153,Healthy
1,1,33153,Healthy
1,1,33153,Healthy
2,5,33130,Medium
0,0,33123,Medium
0,0,33121,Healthy
1,1,33113,Healthy
2,0,33111,Medium
1,1,33108,Medium
0,0,33099,Medium
0,0,33097,Low
0,0,33097,Low
2,0,33097,Critical
0,0,33097,Low
2,0,33094,Medium
2,0,33091,Medium
0,0,33089,Low
0,0,33087,Medium
2,0,33084,Healthy
2,0,33082,Medium
2,0,33082,Healthy
2,0,33068,Healthy
2,0,33067,Low
0,0,33066,Medium
2,0,33065,Healthy
0,0,33047,Low
2,0,33031,Low
1,1,33027,Medium
2,0,33026,Healthy
0,0,33017,Low
2,0,33010,Low
1,1,33000,Medium
0,0,32994,Healthy
1,1,32987,Healthy
1,1,32987,Healthy
1,1,32987,Healthy
1,1,32987,Healthy
2,5,32969,Medium
2,0,32968,Medium
1,1,32956,Healthy
2,0,32952,Healthy
1,1,32946,Medium
2,0,32939,Medium
2,0,32935,Medium
0,0,32931,Low
0,0,32931,Low
0,0,32931,Low
0,0,32929,Low
0,0,32928,Medium
2,0,32928,Critical
2,5,32927,Medium
2,0,32921,Healthy
2,0,32921,Medium
2,0,32916,Healthy
2,0,32916,Medium
2,0,32905,Healthy
2,0,32901,Low
0,0,32896,Medium
2,0,32896,Healthy
0,0,32878,Low
2,0,32863,Healthy
1,1,32863,Medium
0,0,32860,Low
0,0,32858,Low
2,0,32840,Low
1,1,32839,Medium
2,0,32833,Healthy
1,1,32823,Healthy
1,1,32823,Healthy
1,1,32823,Healthy
1,1,32823,Healthy
2,5,32810,Medium
0,0,32805,Medium
1,1,32792,Healthy
0,0,32789,Healthy
1,1,32776,Medium
0,0,32776,Medium
2,0,32772,Medium
0,0,32771,Low
0,0,32771,Low
0,0,32771,Low
0,0,32769,Low
2,5,32764,Medium
2,0,32764,Critical
0,0,32762,Medium
2,0,32757,Medium
2,0,32751,Healthy
2,0,32746,Healthy
2,0,32746,Medium
2,0,32741,Healthy
2,0,32735,Low
2,0,32733,Healthy
0,0,32730,Medium
0,0,32708,Low
1,1,32708,Medium
2,0,32699,Healthy
0,0,32697,Low
2,0,32695,Low
2,0,32671,Low
1,1,32671,Medium
2,0,32670,Healthy
0,0,32667,Healthy
1,1,32659,Healthy
1,1,32659,Healthy
1,1,32659,Healthy
1,1,32659,Healthy
2,5,32644,Medium
0,0,32639,Medium
2,0,32629,Healthy
1,1,32628,Healthy
2,0,32619,Medium
0,0,32617,Low
0,0,32617,Low
0,0,32617,Low
1,1,32610,Medium
2,0,32609,Medium
2,0,32604,Medium
0,0,32603,Low
2,0,32602,Medium
2,0,32590,Critical
2,0,32587,Medium
2,0,32587,Healthy
2,0,32585,Medium
0,0,32580,Healthy
2,0,32572,Healthy
0,0,32566,Medium
0,0,32566,Low
0,0,32558,Medium
0,0,32542,Low
1,1,32540,Medium
0,0,32540,Low
2,0,32533,Medium
0,0,32516,Low
2,0,32513,Healthy
1,1,32509,Medium
2,0,32502,Low
2,0,32498,Healthy
1,1,32496,Healthy
1,1,32496,Healthy
1,1,32496,Healthy
1,1,32496,Healthy
2,5,32485,Medium
0,0,32482,Medium
2,0,32463,Low
2,0,32463,Low
2,0,32463,Healthy
2,0,32463,Low
1,1,32462,Healthy
1,1,32450,Medium
2,0,32449,Medium
2,0,32440,Medium
2,0,32439,Medium
2,0,32435,Critical
2,5,32435,Medium
0,0,32427,Low
2,0,32424,Healthy
2,0,32422,Medium
2,0,32422,Medium
2,0,32422,Healthy
2,0,32409,Healthy
2,0,32407,Medium
2,0,32403,Medium
0,0,32396,Low
1,1,32385,Medium
0,0,32382,Low
0,0,32380,Low
2,0,32367,Medium
2,0,32356,Healthy
0,0,32350,Low
1,1,32347,Medium
2,0,32334,Healthy
1,1,32330,Healthy
1,1,32330,Healthy
1,1,32330,Healthy
1,1,32330,Healthy
2,0,32329,Low
2,5,32328,Medium
0,0,32319,Medium
2,0,32309,Low
2,0,32309,Low
2,0,32309,Low
1,1,32300,Healthy
0,0,32299,Healthy
1,1,32289,Medium
2,0,32280,Medium
2,0,32280,Medium
0,0,32273,Medium
0,0,32269,Low
2,5,32266,Medium
2,0,32266,Critical
2,0,32261,Healthy
2,0,32258,Healthy
2,0,32258,Medium
2,0,32256,Medium
2,0,32239,Healthy
0,0,32237,Medium
2,0,32235,Low
0,0,32234,Medium
1,1,32221,Medium
0,0,32219,Low
0,0,32211,Low
0,0,32194,Medium
1,1,32190,Medium
2,0,32189,Healthy
0,0,32181,Low
2,0,32171,Healthy
1,1,32164,Healthy
1,1,32164,Healthy
1,1,32164,Healthy
1,1,32164,Healthy
0,0,32162,Medium
2,0,32161,Medium
2,0,32157,Low
0,0,32146,Low
0,0,32146,Low
0,0,32146,Low
1,1,32141,Healthy
0,0,32133,Healthy
0,0,32114,Medium
0,0,32113,Medium
1,1,32111,Medium
2,0,32109,Low
0,0,32103,Medium
2,0,32102,Critical
0,0,32098,Medium
2,0,32098,Healthy
2,0,32090,Medium
2,0,32087,Healthy
2,0,32087,Medium
2,0,32077,Healthy
2,0,32074,Medium
2,0,32073,Medium
0,0,32072,Low
0,0,32057,Low
1,1,32051,Medium
0,0,32051,Low
2,0,32031,Medium
0,0,32026,Healthy
1,1,32024,Medium
0,0,32018,Low
2,0,32014,Healthy
0,0,32002,Medium
2,0,31998,Medium
1,1,31992,Healthy
1,1,31992,Healthy
1,1,31992,Healthy
1,1,31992,Healthy
0,0,31991,Low
0,0,31983,Low
0,0,31983,Low
0,0,31983,Low
1,1,31977,Healthy
2,0,31973,Healthy
0,0,31960,Medium
2,0,31950,Medium
0,0,31948,Low
2,0,31947,Medium
2,0,31944,Healthy
0,0,31937,Medium
0,0,31936,Critical
0,0,31935,Medium
2,0,31934,Medium
2,0,31934,Healthy
0,0,31921,Medium
0,0,31905,Low
2,0,31905,Healthy
0,0,31901,Medium
2,0,31899,Medium
2,0,31896,Low
0,0,31893,Low
1,1,31887,Medium
0,0,31869,Healthy
2,5,31864,Medium
1,4,31860,Medium
0,0,31854,Healthy
0,0,31851,Low
0,0,31833,Medium
1,1,31830,Healthy
1,1,31830,Healthy
1,1,31830,Healthy
1,1,31830,Healthy
2,0,31829,Medium
0,0,31824,Low
1,1,31822,Healthy
0,0,31817,Low
0,0,31817,Low
0,0,31817,Low
2,0,31813,Healthy
2,0,31793,Medium
0,0,31792,Medium
0,0,31791,Low
0,0,31781,Medium
2,0,31774,Healthy
2,0,31773,Critical
2,0,31771,Medium
2,0,31770,Healthy
2,0,31770,Medium
0,0,31760,Medium
2,0,31751,Medium
2,0,31739,Low
2,0,31738,Medium
0,0,31736,Low
2,0,31735,Medium
2,0,31729,Healthy
2,0,31727,Low
1,1,31725,Medium
0,0,31709,Healthy
2,0,31694,Medium
1,4,31694,Medium
0,0,31691,Healthy
2,0,31685,Low
0,0,31679,Medium
2,0,31672,Medium
1,1,31664,Healthy
1,1,31664,Healthy
1,1,31664,Healthy
1,1,31664,Healthy
0,0,31664,Low
0,0,31660,Low
0,0,31660,Low
0,0,31660,Low
1,1,31654,Healthy
2,0,31647,Healthy
0,0,31625,Low
2,0,31624,Medium
0,0,31623,Medium
2,0,31611,Healthy
0,0,31611,Medium
2,0,31609,Healthy
2,0,31609,Medium
0,0,31606,Critical
0,0,31604,Medium
0,0,31593,Medium
2,0,31590,Medium
0,0,31573,Low
0,0,31571,Medium
2,0,31570,Low
2,0,31564,Healthy
0,0,31563,Medium
2,0,31558,Low
1,1,31557,Medium
2,0,31546,Healthy
1,4,31532,Medium
2,0,31531,Medium
0,0,31519,Low
2,0,31519,Healthy
2,0,31517,Medium
0,0,31515,Medium
0,0,31506,Low
0,0,31506,Low
0,0,31506,Low
1,1,31498,Healthy
1,1,31496,Healthy
1,1,31496,Healthy
1,1,31496,Healthy
1,1,31496,Healthy
0,0,31492,Low
2,0,31490,Healthy
0,0,31459,Low
2,0,31458,Medium
2,0,31457,Medium
0,0,31446,Medium
2,0,31446,Healthy
2,0,31443,Critical
0,0,31442,Medium
2,0,31439,Medium
0,0,31432,Medium
0,0,31430,Medium
0,0,31427,Medium
0,0,31422,Low
2,0,31410,Low
0,0,31399,Medium
1,1,31396,Medium
2,0,31394,Healthy
2,0,31391,Medium
2,0,31389,Low
2,0,31383,Healthy
1,4,31379,Medium
2,0,31368,Medium
2,0,31361,Low
2,0,31358,Healthy
2,0,31357,Medium
0,0,31356,Low
0,0,31343,Low
0,0,31343,Low
0,0,31343,Low
1,1,31334,Healthy
1,1,31330,Healthy
1,1,31330,Healthy
1,1,31330,Healthy
1,1,31330,Healthy
0,0,31329,Low
0,0,31323,Healthy
2,0,31295,Medium
0,0,31293,Low
0,0,31284,Medium
2,0,31281,Medium
2,0,31278,Medium
0,0,31278,Medium
0,0,31278,Medium
0,0,31271,Critical
0,0,31261,Medium
0,0,31260,Medium
0,0,31256,Low
0,0,31251,Medium
2,0,31237,Low
2,0,31234,Healthy
0,0,31234,Medium
1,1,31234,Medium
0,0,31230,Medium
2,0,31219,Low
0,0,31217,Healthy
1,4,31213,Medium
2,0,31204,Healthy
2,0,31196,Medium
0,0,31195,Low
2,0,31191,Medium
0,0,31186,Low
0,0,31173,Low
0,0,31173,Low
0,0,31173,Low
2,0,31166,Healthy
0,0,31166,Low
1,1,31164,Healthy
1,1,31162,Healthy
1,1,31162,Healthy
1,1,31162,Healthy
1,1,31162,Healthy
0,0,31126,Low
2,0,31121,Medium
2,0,31121,Medium
2,0,31121,Medium
0,0,31116,Medium
2,0,31108,Medium
2,0,31108,Medium
2,0,31107,Critical
0,0,31101,Medium
0,0,31099,Low
0,0,31091,Medium
0,0,31091,Medium
1,1,31076,Medium
0,0,31074,Low
0,0,31067,Medium
2,0,31066,Medium
2,0,31062,Healthy
2,0,31053,Healthy
2,0,31050,Low
0,0,31044,Healthy
0,0,31044,Low
1,4,31041,Medium
2,0,31035,Medium
2,0,31027,Medium
0,0,31017,Low
0,0,31013,Low
0,0,31013,Low
0,0,31013,Low
2,0,31003,Healthy
1,1,31000,Healthy
0,0,30997,Low
1,1,30996,Healthy
1,1,30996,Healthy
1,1,30996,Healthy
1,1,30996,Healthy
0,0,30963,Low
0,0,30957,Medium
0,0,30955,Medium
2,0,30954,Medium
2,0,30954,Medium
2,0,30954,Medium
2,0,30946,Medium
0,0,30942,Low
0,0,30941,Critical
2,0,30931,Medium
2,0,30925,Medium
2,0,30925,Medium
2,0,30917,Low
1,1,30910,Medium
2,0,30903,Medium
2,0,30903,Healthy
0,0,30898,Medium
2,0,30890,Healthy
0,0,30878,Low
2,0,30877,Low
2,0,30877,Medium
2,0,30877,Healthy
0,0,30872,Medium
2,0,30864,Medium
0,0,30851,Low
0,0,30847,Low
0,0,30847,Low
0,0,30847,Low
2,0,30840,Healthy
1,1,30839,Healthy
1,1,30832,Healthy
1,1,30832,Healthy
1,1,30832,Healthy
1,1,30832,Healthy
0,0,30831,Low
0,0,30800,Low
0,0,30797,Medium
2,0,30791,Medium
2,0,30791,Medium
0,0,30785,Medium
2,0,30785,Medium
2,0,30781,Medium
0,0,30776,Low
0,0,30769,Critical
2,0,30765,Medium
0,0,30764,Medium
0,0,30762,Medium
2,0,30748,Low
1,4,30747,Medium
2,0,30740,Healthy
0,0,30732,Medium
0,0,30728,Medium
2,0,30724,Healthy
0,0,30721,Low
0,0,30716,Healthy
2,0,30714,Medium
0,0,30708,Medium
2,0,30705,Low
2,0,30701,Medium
0,0,30691,Low
0,0,30687,Low
0,0,30687,Low
0,0,30687,Low
2,0,30674,Healthy
1,1,30671,Healthy
0,0,30671,Low
1,1,30664,Healthy
1,1,30664,Healthy
1,1,30664,Healthy
1,1,30664,Healthy
0,0,30634,Low
0,0,30634,Medium
0,0,30624,Medium
2,0,30622,Medium
2,0,30622,Medium
2,0,30622,Medium
0,0,30619,Low
0,0,30616,Medium
2,0,30604,Medium
0,0,30599,Critical
0,0,30599,Medium
2,0,30592,Medium
1,4,30581,Medium
0,0,30569,Low
2,0,30568,Healthy
0,0,30567,Medium
2,0,30566,Medium
0,0,30564,Low
0,0,30564,Healthy
0,0,30553,Healthy
2,0,30551,Medium
0,0,30539,Low
0,0,30539,Medium
2,0,30538,Medium
0,0,30528,Low
0,0,30524,Low
0,0,30524,Low
0,0,30524,Low
0,0,30511,Healthy
1,1,30509,Healthy
2,0,30507,Low
1,1,30489,Healthy
1,1,30489,Healthy
1,1,30489,Healthy
1,1,30489,Healthy
0,0,30474,Medium
0,0,30467,Low
0,0,30462,Low
2,0,30459,Medium
2,0,30458,Medium
2,0,30458,Medium
2,0,30457,Medium
2,0,30446,Low
0,0,30440,Medium
2,0,30436,Critical
0,0,30429,Medium
0,0,30420,Medium
1,4,30419,Medium
0,0,30405,Medium
0,0,30403,Low
0,0,30401,Medium
0,0,30398,Healthy
0,0,30398,Low
2,0,30391,Healthy
2,0,30387,Healthy
2,0,30384,Medium
2,0,30377,Medium
0,0,30373,Medium
0,0,30373,Low
0,0,30361,Low
0,0,30361,Low
0,0,30361,Low
0,0,30360,Low
1,1,30347,Healthy
0,0,30344,Medium
0,0,30341,Low
2,5,30325,Healthy
2,5,30325,Healthy
2,5,30325,Healthy
2,5,30325,Healthy
2,0,30314,Medium
0,0,30305,Low
2,0,30297,Medium
0,0,30295,Medium
0,0,30295,Medium
2,0,30295,Low
0,0,30289,Medium
2,0,30283,Low
0,0,30276,Medium
2,0,30273,Critical
2,0,30272,Medium
1,4,30266,Medium
0,0,30251,Medium
2,0,30244,Healthy
2,0,30242,Medium
0,0,30241,Low
0,0,30234,Low
0,0,30233,Healthy
0,0,30229,Medium
0,0,30227,Healthy
2,0,30218,Medium
0,0,30212,Low
2,0,30211,Medium
2,0,30205,Low
0,0,30200,Medium
0,0,30197,Low
0,0,30197,Low
0,0,30197,Low
1,1,30190,Healthy
2,0,30178,Low
0,0,30172,Medium
2,5,30163,Healthy
2,5,30163,Healthy
2,5,30163,Healthy
2,5,30163,Healthy
0,0,30152,Medium
0,0,30148,Low
2,0,30132,Low
2,0,30132,Medium
0,0,30129,Medium
2,0,30125,Medium
2,0,30120,Low
2,0,30120,Low
0,0,30110,Medium
2,0,30103,Medium
1,4,30100,Medium
0,0,30097,Critical
0,0,30085,Medium
0,0,30084,Low
2,0,30080,Healthy
2,0,30076,Medium
0,0,30071,Low
0,0,30070,Healthy
2,0,30062,Medium
2,0,30057,Medium
0,0,30055,Healthy
2,0,30048,Medium
0,0,30040,Low
2,0,30036,Low
0,0,30031,Low
0,0,30031,Low
0,0,30031,Low
0,0,30028,Low
1,1,30024,Healthy
0,0,30015,Low
2,0,30011,Medium
2,0,30004,Medium
2,0,30004,Medium
2,0,30004,Medium
2,0,30004,Medium
0,0,29991,Low
2,0,29990,Medium
2,0,29978,Medium
2,0,29978,Low
0,0,29963,Medium
2,0,29958,Medium
2,0,29953,Low
0,0,29951,Low
2,0,29944,Medium
0,0,29937,Critical
2,0,29933,Medium
1,4,29928,Medium
0,0,29927,Low
2,0,29920,Healthy
0,0,29918,Medium
0,0,29916,Medium
0,0,29910,Healthy
0,0,29904,Low
0,0,29896,Medium
2,0,29893,Medium
2,0,29890,Medium
0,0,29886,Healthy
0,0,29877,Low
0,0,29877,Low
0,0,29877,Low
0,0,29877,Low
2,0,29866,Low
1,4,29860,Healthy
0,0,29859,Low
0,0,29851,Medium
0,0,29848,Low
2,0,29837,Medium
2,0,29837,Medium
2,0,29837,Medium
2,0,29837,Medium
0,0,29834,Low
2,0,29828,Medium
2,0,29808,Medium
2,0,29808,Low
0,0,29803,Medium
0,0,29799,Low
2,0,29792,Medium
2,0,29788,Low
0,0,29787,Medium
0,0,29771,Critical
0,0,29770,Low
0,0,29767,Medium
0,0,29758,Low
2,0,29757,Healthy
0,0,29749,Healthy
0,0,29749,Medium
0,0,29747,Medium
0,0,29739,Medium
2,0,29738,Low
0,0,29733,Medium
2,0,29727,Medium
0,0,29720,Healthy
0,0,29714,Low
0,0,29711,Low
0,0,29711,Low
0,0,29711,Low
2,0,29697,Low
2,0,29696,Medium
0,0,29695,Low
1,4,29694,Healthy
0,0,29686,Low
0,0,29674,Low
0,0,29668,Medium
2,0,29667,Medium
2,0,29667,Medium
2,0,29667,Medium
2,0,29667,Medium
2,0,29645,Medium
0,0,29645,Low
0,0,29642,Medium
2,0,29642,Low
2,0,29627,Medium
2,0,29626,Medium
0,0,29621,Low
0,0,29613,Medium
0,0,29613,Low
0,0,29598,Critical
0,0,29595,Low
0,0,29594,Healthy
0,0,29586,Healthy
0,0,29583,Medium
2,0,29574,Medium
2,0,29573,Medium
2,0,29573,Medium
0,0,29572,Low
2,0,29567,Medium
0,0,29550,Healthy
0,0,29545,Low
0,0,29545,Low
0,0,29545,Low
0,0,29545,Low
2,0,29536,Medium
1,4,29533,Healthy
2,0,29528,Low
0,0,29525,Low
0,0,29520,Low
0,0,29507,Low
2,0,29502,Medium
2,0,29502,Medium
2,0,29502,Medium
2,0,29502,Medium
0,0,29489,Medium
0,0,29485,Medium
0,0,29479,Medium
0,0,29479,Low
2,0,29476,Low
0,0,29473,Medium
0,0,29459,Medium
0,0,29456,Low
0,0,29452,Low
2,0,29447,Medium
0,0,29434,Healthy
2,0,29432,Critical
0,0,29426,Healthy
0,0,29426,Low
0,0,29419,Medium
2,0,29413,Medium
0,0,29412,Medium
0,0,29409,Low
2,0,29405,Medium
2,0,29404,Medium
1,4,29379,Healthy
0,0,29379,Low
0,0,29378,Low
0,0,29378,Low
0,0,29378,Low
2,0,29376,Medium
0,0,29375,Healthy
0,0,29359,Low
2,0,29359,Low
0,0,29351,Low
0,0,29341,Low
2,0,29337,Medium
2,0,29337,Medium
2,0,29337,Medium
2,0,29337,Medium
2,0,29329,Medium
0,0,29313,Medium
2,0,29312,Medium
2,0,29312,Low
0,0,29312,Low
0,0,29310,Medium
2,0,29296,Medium
0,0,29296,Low
0,0,29286,Healthy
2,0,29286,Low
2,0,29278,Medium
0,0,29266,Critical
0,0,29265,Healthy
0,0,29259,Low
0,0,29256,Medium
2,5,29251,Medium
2,0,29246,Medium
2,0,29240,Medium
0,0,29239,Low
2,0,29239,Medium
0,0,29219,Low
0,0,29218,Low
0,0,29218,Low
0,0,29218,Low
1,4,29213,Healthy
0,0,29209,Healthy
0,0,29206,Medium
0,0,29196,Low
2,0,29186,Low
0,0,29184,Low
0,0,29181,Low
2,0,29180,Medium
2,0,29180,Medium
2,0,29180,Medium
2,0,29180,Medium
0,0,29166,Medium
0,0,29146,Medium
2,0,29146,Low
2,0,29146,Medium
2,0,29146,Low
0,0,29143,Medium
2,0,29133,Medium
0,0,29129,Low
2,0,29129,Healthy
0,0,29119,Low
2,0,29111,Medium
0,0,29109,Critical
0,0,29105,Healthy
0,0,29087,Low
2,5,29086,Medium
0,0,29084,Medium
2,0,29083,Medium
2,0,29077,Medium
2,0,29072,Medium
0,0,29070,Low
2,0,29055,Low
0,0,29049,Low
0,0,29049,Low
0,0,29049,Low
0,0,29043,Medium
1,4,29041,Healthy
0,0,29039,Healthy
0,0,29036,Low
2,0,29024,Low
0,0,29021,Low
2,0,29020,Medium
2,0,29020,Medium
2,0,29020,Medium
2,0,29020,Medium
2,0,29014,Low
2,0,29000,Medium
2,0,28986,Medium
2,0,28983,Medium
2,0,28983,Low
2,0,28983,Low
2,0,28983,Medium
2,0,28969,Medium
0,0,28966,Healthy
0,0,28963,Low
0,0,28959,Low
2,0,28948,Medium
2,0,28942,Critical
0,0,28942,Healthy
2,5,28924,Medium
0,0,28923,Medium
0,0,28917,Medium
0,0,28914,Low
2,5,28911,Medium
2,0,28906,Medium
0,0,28904,Low
0,0,28889,Low
2,0,28886,Healthy
0,0,28880,Low
0,0,28880,Low
0,0,28880,Low
2,0,28874,Medium
0,0,28873,Low
0,0,28864,Low
0,0,28863,Healthy
0,0,28855,Low
2,0,28851,Medium
2,0,28851,Medium
2,0,28851,Medium
2,0,28851,Medium
0,0,28847,Low
2,0,28843,Medium
2,0,28828,Low
2,0,28828,Medium
0,0,28823,Medium
2,0,28820,Low
0,0,28817,Medium
2,0,28809,Healthy
2,0,28806,Medium
2,0,28799,Low
0,0,28793,Low
0,0,28782,Critical
0,0,28776,Healthy
0,0,28769,Medium
2,5,28757,Medium
2,0,28756,Medium
0,0,28754,Medium
0,0,28745,Low
0,0,28744,Low
0,0,28737,Medium
2,0,28733,Medium
2,0,28726,Healthy
2,0,28726,Low
0,0,28722,Low
0,0,28722,Low
0,0,28722,Low
0,0,28709,Low
2,0,28709,Healthy
0,0,28701,Medium
0,0,28700,Low
2,0,28688,Medium
2,0,28688,Medium
2,0,28688,Medium
2,0,28688,Medium
0,0,28686,Low
0,0,28681,Low
2,0,28679,Medium
0,0,28677,Medium
