feature,importance
cat__datetime_combined_8/25/2020 8:25,6.124134487523867e-05
cat__datetime_combined_7/31/2020 16:51,6.091828637862346e-05
cat__datetime_combined_5/31/2020 14:20,6.0748001824751527e-05
cat__datetime_combined_7/26/2020 20:43,6.0327606683056555e-05
cat__datetime_combined_8/21/2020 16:38,6.0210145865918093e-05
cat__datetime_combined_8/15/2020 11:25,6.011942761538722e-05
cat__datetime_combined_8/16/2020 10:55,6.0093564031727264e-05
cat__datetime_combined_5/29/2020 3:43,5.9479582653715264e-05
cat__datetime_combined_5/9/2020 16:13,5.946989399285758e-05
cat__datetime_combined_8/15/2020 13:40,5.921270205217736e-05
cat__datetime_combined_8/14/2020 21:48,5.918309146870624e-05
cat__datetime_combined_7/8/2020 9:35,5.9075620200463265e-05
cat__datetime_combined_7/27/2020 22:32,5.891084085867825e-05
cat__datetime_combined_5/23/2020 20:15,5.8895840465827743e-05
cat__datetime_combined_7/16/2020 11:09,5.8658345229768465e-05
cat__datetime_combined_7/15/2020 23:24,5.766313916032831e-05
cat__datetime_combined_7/16/2020 10:29,5.758438897833362e-05
cat__datetime_combined_7/23/2020 20:00,5.7346234333179024e-05
cat__datetime_combined_8/24/2020 0:53,5.7293901668109414e-05
cat__datetime_combined_6/9/2020 15:03,5.6797007008515775e-05
cat__datetime_combined_8/24/2020 1:39,5.660135770988314e-05
cat__datetime_combined_8/16/2020 11:39,5.640031339501153e-05
cat__datetime_combined_5/9/2020 0:18,5.5840570815956054e-05
cat__datetime_combined_7/5/2020 0:57,5.556695672789534e-05
cat__datetime_combined_5/14/2020 10:19,5.55161717426567e-05
cat__datetime_combined_7/16/2020 16:16,5.505485776429059e-05
cat__datetime_combined_7/7/2020 13:22,5.483274484330002e-05
cat__datetime_combined_7/23/2020 17:19,5.4734626600216525e-05
cat__datetime_combined_6/9/2020 14:22,5.471722789687199e-05
cat__datetime_combined_7/13/2020 19:52,5.426272761022009e-05
cat__datetime_combined_7/27/2020 3:24,5.407063135968169e-05
cat__datetime_combined_7/7/2020 3:31,5.4062863208262e-05
cat__datetime_combined_5/28/2020 13:45,5.3890528740006735e-05
cat__datetime_combined_7/29/2020 16:22,5.368437317506887e-05
cat__datetime_combined_7/18/2020 1:39,5.3536607925676295e-05
cat__datetime_combined_7/18/2020 18:28,5.349692681078618e-05
cat__datetime_combined_7/18/2020 12:22,5.3441820866222955e-05
cat__datetime_combined_8/24/2020 19:18,5.332778429101287e-05
cat__datetime_combined_7/13/2020 5:11,5.324106082715762e-05
cat__datetime_combined_7/16/2020 13:56,5.319760832382005e-05
cat__datetime_combined_7/13/2020 10:18,5.306810968774357e-05
cat__datetime_combined_7/13/2020 19:12,5.3019785501960983e-05
cat__datetime_combined_7/14/2020 2:45,5.298171182763735e-05
cat__datetime_combined_5/24/2020 8:22,5.290402718019646e-05
cat__datetime_combined_7/23/2020 11:07,5.285709426666711e-05
cat__datetime_combined_5/25/2020 0:01,5.27229589746584e-05
cat__datetime_combined_1/10/2020 0:00,5.2338865168699106e-05
cat__datetime_combined_7/8/2020 12:14,5.205919763132422e-05
cat__datetime_combined_7/8/2020 13:37,5.1915538712107136e-05
cat__datetime_combined_7/19/2020 22:11,5.141034895526316e-05
cat__datetime_combined_8/26/2020 13:40,5.133773950121804e-05
cat__datetime_combined_7/30/2020 3:58,5.1214581234198536e-05
cat__datetime_combined_7/27/2020 21:48,5.1066622180602566e-05
cat__datetime_combined_7/18/2020 13:47,5.103566676367332e-05
cat__datetime_combined_8/14/2020 15:31,5.087215743873656e-05
cat__datetime_combined_7/14/2020 0:40,5.046132239932888e-05
cat__datetime_combined_7/16/2020 4:10,5.032509320953996e-05
cat__datetime_combined_7/30/2020 4:37,5.0177496126814664e-05
cat__datetime_combined_7/19/2020 23:11,4.9937799242540646e-05
cat__datetime_combined_7/8/2020 6:03,4.90830586161393e-05
cat__datetime_combined_7/7/2020 15:40,4.879467999289328e-05
cat__datetime_combined_7/31/2020 5:17,4.8387770358340936e-05
cat__datetime_combined_7/30/2020 1:14,4.8167972805261924e-05
cat__datetime_combined_7/8/2020 17:00,4.772708340127736e-05
cat__datetime_combined_7/15/2020 0:40,4.770985102415318e-05
cat__datetime_combined_8/25/2020 12:29,4.7551194513484705e-05
cat__datetime_combined_8/16/2020 21:54,4.752081647869966e-05
cat__datetime_combined_7/7/2020 18:25,4.738852270661824e-05
cat__datetime_combined_7/27/2020 2:43,4.7345906934985453e-05
cat__datetime_combined_7/20/2020 5:24,4.730368868125051e-05
cat__datetime_combined_8/15/2020 15:33,4.729521600400074e-05
cat__datetime_combined_7/27/2020 0:45,4.728634991241866e-05
cat__datetime_combined_8/25/2020 3:46,4.695152970051118e-05
cat__datetime_combined_5/14/2020 11:04,4.682297467939781e-05
cat__datetime_combined_7/8/2020 14:21,4.669500197357388e-05
cat__datetime_combined_8/26/2020 15:01,4.6621886285808395e-05
cat__datetime_combined_7/24/2020 0:22,4.6453268308474936e-05
cat__datetime_combined_7/26/2020 18:41,4.6326329932746044e-05
cat__datetime_combined_8/8/2020 23:49,4.60284281456336e-05
cat__datetime_combined_7/19/2020 0:34,4.586461832153753e-05
cat__datetime_combined_6/7/2020 0:00,4.5711124825864004e-05
cat__datetime_combined_7/17/2020 22:18,4.562227346916138e-05
cat__datetime_combined_7/27/2020 4:09,4.5337349499456567e-05
cat__datetime_combined_7/28/2020 19:09,4.5235819677671186e-05
cat__datetime_combined_8/16/2020 20:27,4.511810180503022e-05
cat__datetime_combined_7/29/2020 22:13,4.509089140191988e-05
cat__datetime_combined_7/30/2020 2:37,4.47377615418144e-05
cat__datetime_combined_7/19/2020 18:41,4.447569534670022e-05
cat__datetime_combined_6/9/2020 17:12,4.438773338749608e-05
cat__datetime_combined_7/23/2020 3:19,4.427946645236821e-05
cat__datetime_combined_8/15/2020 5:19,4.418764876016727e-05
cat__datetime_combined_7/23/2020 1:51,4.375953106860136e-05
cat__datetime_combined_7/14/2020 14:28,4.367121075913614e-05
cat__datetime_combined_5/9/2020 19:46,4.364221508094721e-05
cat__datetime_combined_8/26/2020 18:21,4.339991314154468e-05
cat__datetime_combined_7/20/2020 2:32,4.328729188401149e-05
cat__datetime_combined_7/27/2020 6:42,4.3197588409020435e-05
cat__datetime_combined_7/29/2020 10:51,4.2842366942887406e-05
cat__datetime_combined_5/22/2020 14:23,4.266862187006933e-05
cat__datetime_combined_5/22/2020 23:43,4.2435691478809124e-05
cat__datetime_combined_7/27/2020 21:00,4.240427482229453e-05
cat__datetime_combined_7/15/2020 16:32,4.204051860345757e-05
cat__datetime_combined_7/26/2020 14:38,4.203218216002457e-05
cat__datetime_combined_7/19/2020 21:27,4.192468932691148e-05
cat__datetime_combined_7/30/2020 5:20,4.1694539369599315e-05
cat__datetime_combined_5/23/2020 17:07,4.119468329659855e-05
cat__datetime_combined_8/25/2020 9:05,4.0950243500833394e-05
cat__datetime_combined_8/15/2020 8:44,4.080792728186392e-05
cat__datetime_combined_8/21/2020 12:41,4.069598981989519e-05
cat__datetime_combined_7/16/2020 13:14,4.05903667923971e-05
cat__datetime_combined_7/20/2020 3:14,3.990635609421169e-05
cat__datetime_combined_7/23/2020 22:47,3.9641765572506304e-05
cat__datetime_combined_7/16/2020 3:26,3.9594174088653636e-05
cat__datetime_combined_5/9/2020 9:52,3.950843129285566e-05
cat__datetime_combined_7/13/2020 21:10,3.950660586030477e-05
cat__datetime_combined_7/26/2020 15:22,3.9494539465994525e-05
cat__datetime_combined_8/24/2020 3:12,3.9471250978116045e-05
cat__datetime_combined_1/7/2020 15:43,3.933122652965224e-05
cat__datetime_combined_7/22/2020 5:48,3.929231388131096e-05
cat__datetime_combined_8/25/2020 10:27,3.905064156254424e-05
cat__datetime_combined_5/24/2020 0:57,3.896891191592022e-05
cat__datetime_combined_7/14/2020 13:53,3.8804522457372934e-05
cat__datetime_combined_5/28/2020 15:56,3.874423205677041e-05
cat__datetime_combined_7/13/2020 13:45,3.83249482593656e-05
cat__datetime_combined_7/8/2020 15:39,3.819231393045452e-05
cat__datetime_combined_1/10/2020 8:20,3.817772492069455e-05
cat__datetime_combined_7/14/2020 16:04,3.817214220048862e-05
cat__datetime_combined_8/23/2020 20:11,3.8059855913605605e-05
cat__datetime_combined_7/8/2020 10:14,3.801383240889343e-05
cat__datetime_combined_7/27/2020 5:24,3.801237647127557e-05
cat__datetime_combined_7/31/2020 23:07,3.788479391226517e-05
cat__datetime_combined_8/23/2020 23:24,3.7870476296822344e-05
cat__datetime_combined_7/26/2020 23:27,3.777824470936348e-05
cat__datetime_combined_7/31/2020 6:40,3.7661984202986095e-05
cat__datetime_combined_5/9/2020 3:49,3.7438781307174926e-05
cat__datetime_combined_1/8/2020 0:40,3.7157423946738104e-05
cat__datetime_combined_7/16/2020 11:56,3.69287636322149e-05
cat__datetime_combined_7/15/2020 17:14,3.690981892872983e-05
cat__datetime_combined_8/8/2020 23:35,3.689064575946457e-05
cat__datetime_combined_7/31/2020 16:09,3.6791267795085166e-05
cat__datetime_combined_7/13/2020 3:46,3.677107129790206e-05
cat__datetime_combined_5/24/2020 5:20,3.674088133544983e-05
cat__datetime_combined_7/7/2020 5:43,3.65907117932504e-05
cat__datetime_combined_6/8/2020 19:19,3.635902869938493e-05
cat__datetime_combined_5/9/2020 2:25,3.607434430397284e-05
cat__datetime_combined_5/28/2020 16:38,3.5897818785369955e-05
cat__datetime_combined_5/31/2020 18:42,3.548575310633107e-05
cat__datetime_combined_8/22/2020 6:27,3.544722919876368e-05
cat__datetime_combined_5/23/2020 14:09,3.523311996492756e-05
cat__datetime_combined_8/15/2020 1:16,3.514376311945893e-05
cat__datetime_combined_8/23/2020 16:20,3.5116263088592294e-05
cat__datetime_combined_6/5/2020 3:18,3.510486086431386e-05
cat__datetime_combined_7/18/2020 4:23,3.502624334395667e-05
cat__datetime_combined_8/21/2020 0:28,3.490022364825428e-05
cat__datetime_combined_5/31/2020 19:29,3.480170184971768e-05
cat__datetime_combined_5/24/2020 22:51,3.478422927943023e-05
cat__datetime_combined_7/17/2020 17:22,3.4665420127675055e-05
cat__datetime_combined_7/24/2020 22:25,3.436176984970868e-05
cat__datetime_combined_7/19/2020 11:41,3.42536928744233e-05
cat__datetime_combined_7/24/2020 17:31,3.419245396011747e-05
cat__datetime_combined_5/9/2020 1:46,3.419155394284246e-05
cat__datetime_combined_7/17/2020 20:15,3.399483804043454e-05
cat__datetime_combined_5/16/2020 12:06,3.391870854708798e-05
cat__datetime_combined_5/9/2020 3:08,3.361073012764735e-05
cat__datetime_combined_5/22/2020 22:53,3.354150772057774e-05
cat__datetime_combined_6/9/2020 3:25,3.3493049450039095e-05
cat__datetime_combined_8/19/2020 4:19,3.340238397177542e-05
cat__datetime_combined_7/22/2020 6:59,3.337267204627284e-05
cat__datetime_combined_6/9/2020 7:41,3.3204611548604586e-05
cat__datetime_combined_5/25/2020 12:50,3.314600453883509e-05
cat__datetime_combined_6/8/2020 13:53,3.3108398783101303e-05
cat__datetime_combined_7/8/2020 12:56,3.297460077442151e-05
cat__datetime_combined_8/17/2020 7:44,3.293573437461831e-05
cat__datetime_combined_5/25/2020 9:43,3.2868606314815694e-05
cat__datetime_combined_7/29/2020 19:36,3.281074085231634e-05
cat__datetime_combined_6/8/2020 14:34,3.2721788678815595e-05
cat__datetime_combined_7/16/2020 15:23,3.265195597614535e-05
cat__datetime_combined_5/14/2020 11:44,3.262877447155452e-05
cat__datetime_combined_1/7/2020 0:09,3.2466547545591045e-05
cat__datetime_combined_6/9/2020 6:16,3.243500548110723e-05
cat__datetime_combined_5/5/2020 0:18,3.229570790808742e-05
cat__datetime_combined_7/9/2020 19:40,3.2236355712548603e-05
cat__datetime_combined_7/16/2020 21:11,3.2070233482269186e-05
cat__datetime_combined_8/13/2020 7:10,3.201405952388748e-05
cat__datetime_combined_6/9/2020 2:07,3.194915192071623e-05
cat__datetime_combined_8/16/2020 21:12,3.170827388933414e-05
cat__datetime_combined_1/10/2020 22:23,3.160781811270998e-05
cat__datetime_combined_1/10/2020 0:50,3.158330550064675e-05
cat__datetime_combined_7/14/2020 18:47,3.152174704088359e-05
cat__datetime_combined_7/27/2020 6:04,3.150743395943175e-05
cat__datetime_combined_7/28/2020 3:27,3.14071316313038e-05
cat__datetime_combined_5/24/2020 10:06,3.138220590523114e-05
cat__datetime_combined_1/9/2020 23:16,3.131721321312773e-05
cat__datetime_combined_6/7/2020 2:04,3.115526682558613e-05
cat__datetime_combined_8/25/2020 11:15,3.100249548179372e-05
cat__datetime_combined_8/14/2020 23:10,3.0566673354614246e-05
cat__datetime_combined_8/18/2020 0:42,3.0346222803055665e-05
cat__datetime_combined_1/10/2020 23:09,3.0307054452724058e-05
cat__datetime_combined_7/31/2020 19:16,3.0031819177538903e-05
cat__datetime_combined_8/23/2020 21:41,2.9975799116989066e-05
cat__datetime_combined_8/9/2020 15:38,2.9855879788665725e-05
cat__datetime_combined_7/28/2020 1:24,2.9636956946569517e-05
cat__datetime_combined_7/31/2020 18:20,2.9625866116194232e-05
