PC1,PC2,calculated_RUL_tons,RUL_Class
-0.115378076241333,0.8051890343397654,47774,Medium
-3.711200960080336,-2.576684701728067,47771,Low
-6.401842517603707,3.7101604029288406,47760,Healthy
0.5904137632217551,-0.7175835265490811,47751,Healthy
1.0628611715897185,-1.5448885197656568,47748,Medium
1.2261990809870047,-1.7855690742679295,47743,Healthy
0.41420794974469133,0.2325748994336448,47739,Healthy
0.562624860680722,-0.2843466786841584,47713,Medium
0.28373681899711817,-0.46737804461248617,47711,Healthy
1.2040475508090838,-0.6825372644346942,47683,Medium
-0.11424824983668078,0.6418563244659232,47679,Medium
0.9488985132022847,0.6638633920341616,47678,Healthy
-0.35678202324828867,2.6195873469551936,47670,Healthy
0.4399528437481262,-0.5814138174216439,47663,Medium
0.7009089660646609,-1.1688708739912168,47653,Healthy
0.6525410130850662,-0.6499265520091054,47652,Medium
0.0008203940549651634,0.30978978369470156,47647,Medium
-0.018690498311488595,0.29180436343952876,47647,Medium
-0.4063689282777267,0.5162181415612966,47613,Healthy
-4.189664578673741,-1.4300818340902421,47611,Healthy
-0.3557858796979563,0.20036761237066222,47606,Healthy
-3.5656356622994356,-2.8307873940869435,47605,Low
-0.12032047598080095,0.5189766810507488,47605,Medium
-5.410627857812854,5.654970362403103,47600,Healthy
0.5221032046057875,0.9769360413597723,47590,Healthy
1.2523751478004157,-1.531917917704944,47583,Healthy
0.4256414218685152,0.20364153808917834,47582,Healthy
0.8354199100671446,0.12139962888116787,47582,Medium
0.7474081782067532,-0.7663590831472653,47548,Healthy
0.23405136024001386,0.10400464502427388,47546,Medium
1.155559619603654,-0.29823921537050985,47520,Medium
-0.05185729690787978,0.8583774109554952,47519,Medium
1.1097955387575595,-0.05521036397278059,47515,Healthy
-0.07821416212490015,1.5845287904621483,47514,Medium
0.324861322692789,1.3583651203063132,47509,Healthy
0.6718540828704096,-0.5063198085051387,47480,Medium
0.6523265854891759,-0.524320535500954,47480,Medium
0.36669204897884833,-0.6327480133535996,47480,Medium
0.7850718514875307,-2.065716652130815,47475,Healthy
-0.785329385481714,1.2949546757526829,47449,Healthy
-4.109813087543521,-1.470372906967221,47449,Healthy
-0.9738779936370346,1.5194848587651952,47443,Healthy
-6.435210448523441,3.8466485437677447,47438,Healthy
-4.041561877891069,-2.236746125443769,47435,Low
0.6688229485676586,0.3446842472879199,47434,Medium
0.5814751464600497,0.6176231157157849,47423,Healthy
0.5798721369994913,-0.7167598833021347,47417,Healthy
0.013078146953577445,0.42897023201663403,47416,Healthy
1.269226870149487,-0.9011933347541495,47410,Medium
0.4371994559358304,-0.26573447355248836,47384,Healthy
0.5561979298427756,-0.4299856681566377,47380,Medium
-0.05185729690787978,0.8583774109554952,47359,Medium
1.019946516164374,-0.22533092248034883,47353,Medium
0.12248213731066282,1.857214033675664,47351,Healthy
1.10320876838071,-0.19851842044730278,47348,Healthy
0.34115406754222377,0.69237213496542,47339,Medium
0.6353438992120647,-0.3065898735252026,47317,Medium
0.6158828218899508,-0.32452937355844735,47317,Medium
1.026795079487644,-1.5781347604416016,47311,Medium
0.892675131250315,-1.8017199578518206,47305,Healthy
-1.2780758240139007,2.090892489697424,47286,Healthy
-3.3064478536231086,-3.0882812155022017,47281,Healthy
-0.9666004013834806,2.8321589729877292,47279,Medium
-0.8488758694265977,1.312637544990958,47279,Healthy
-4.021047534892288,-1.9698167148184933,47271,Low
-6.3131841698103734,3.238012830465509,47268,Healthy
-5.934132933767864,-3.4568066381855402,47260,Healthy
0.6337863929269582,0.6983944454389927,47260,Healthy
-1.270273360818678,2.953976193249985,47258,Medium
-0.11549362594517784,0.6407083189177207,47250,Healthy
0.45025179456787157,-0.5621561941856525,47215,Healthy
0.66533919168235,1.8403309375955836,47211,Healthy
-0.4856460255546325,1.1412003838222506,47211,Medium
0.6604091908127562,1.075908472006563,47191,Healthy
-0.0620307285423017,0.24526157599445317,47186,Medium
0.34176517653403904,0.6030900592441085,47181,Medium
1.1297604099230256,-0.4648750755934161,47166,Medium
0.03470044476497873,0.5417292850380272,47151,Medium
0.015222762428085,0.5237744782641399,47151,Medium
0.7993704229798501,0.08816869494586581,47144,Medium
0.2511293515615847,-0.5859077089532625,47139,Healthy
-1.067102859170142,1.726826468556764,47123,Healthy
-3.322165001754498,-2.7842370415441544,47120,Healthy
0.15744980700446035,0.6833101237537518,47119,Medium
-1.1679315283161111,1.6781273620330504,47113,Healthy
-5.189077341122543,5.383584707499693,47111,Healthy
-4.08964808941745,-2.171264118104129,47101,Low
0.7152533516703692,-0.9486744882275558,47094,Healthy
0.47958283111006333,0.7643493075063457,47094,Healthy
-0.053119278031156805,0.85721409866665,47090,Healthy
0.36466838589726297,-0.7825719289502208,47086,Medium
-4.08875056849787,-0.37842648803689577,47069,Healthy
1.480095119499863,-0.13823443863068355,47059,Healthy
0.3180106435024008,-0.07704149685005984,47052,Healthy
-0.48836801906391764,1.465537469627967,47048,Medium
1.0555349766320072,0.025437089659257107,47028,Healthy
-0.0620307285423017,0.24526157599445317,47014,Medium
0.5439606502586134,0.41824233155235474,47012,Medium
0.9491881392787309,-0.17558780569964985,46994,Medium
0.2643760590042029,0.11655245259386798,46985,Medium
0.28388695137065656,0.13453787284904067,46985,Medium
0.8319221008386252,-1.5474670179405103,46973,Healthy
1.2331773830621926,-0.9344242686894517,46973,Medium
0.38099861977584815,0.607609724481853,46965,Medium
-3.0711044280440047,-3.195001078621635,46958,Healthy
-0.4508853892540615,0.5717343824916081,46956,Healthy
-0.03525342552362703,-0.2225035083906065,46947,Healthy
-6.480543377200784,3.8113558339115103,46947,Healthy
-3.6718625276683103,-2.3583294345490975,46941,Low
0.3519706102756059,-0.20561851254551947,46930,Healthy
1.4058933675838001,-0.788424386309936,46928,Healthy
0.39570031111218057,0.1079295579252973,46923,Medium
-0.06327610465079875,0.24411357044625068,46917,Healthy
-4.475178659714907,-0.9234420900086536,46905,Healthy
0.740731954951632,0.8059429002021303,46901,Healthy
0.8763817726462855,-1.3019882050553755,46883,Medium
-0.2277650529036699,0.5547141444811442,46875,Medium
0.8273500063001622,0.8555627989320923,46874,Healthy
0.5491927723626027,0.40692780342338514,46842,Medium
0.26940538204600256,-0.3093816874245886,46841,Medium
0.18758257081058374,0.5846851363175016,46825,Medium
0.16800525838501015,0.5666384890997581,46825,Medium
1.6212040586663314,-1.151825719843511,46824,Medium
-1.3485494004914125,2.8818202178602963,46821,Medium
1.4775728429481516,-1.2075399041254657,46811,Medium
0.7638502011946016,-1.5903337712747276,46803,Healthy
-3.4983623350508775,-2.2963744686915617,46800,Healthy
-0.8717556664176291,1.4008486273374128,46793,Healthy
-6.537948289744816,4.112519769476281,46787,Healthy
-3.6887739100874843,-2.635193998102417,46776,Low
0.0512799563282929,-0.6501411655167213,46774,Healthy
0.9981710266155044,-1.2771411503145509,46767,Healthy
-0.8350638043380655,2.1456574473135372,46759,Medium
1.1377699253534834,-0.6547238230587358,46755,Healthy
0.2681600059375055,-0.3105296929727911,46745,Healthy
-4.779447542561209,-0.43825837068244883,46741,Healthy
0.1219541835118575,1.327204625386904,46733,Healthy
0.8305425880697196,0.6872152928443058,46717,Healthy
0.7521615623356726,-0.9412833342882049,46716,Medium
0.5885205646134831,-0.7769299514287865,46703,Medium
0.4105246879871748,0.48290082681746477,46670,Medium
0.26940538204600256,-0.3093816874245886,46669,Medium
0.8952779551272764,-0.753471192514846,46661,Medium
0.91478884749373,-0.7354857722596732,46661,Medium
0.6305790946691127,0.662636837022491,46658,Medium
0.8328252454406814,-0.14015600858252547,46657,Medium
0.28644216126886846,-0.8546819841179812,46649,Medium
0.8950094940712471,-1.651909302641122,46637,Healthy
-3.509194847572391,-2.6420144052643617,46635,Healthy
-5.6806811848173915,6.015607086235072,46626,Healthy
-0.4937887168026102,0.46540340603946684,46624,Healthy
-4.057818550365934,-1.933436365614995,46612,Low
-0.9456709437584637,1.4478656051202308,46611,Healthy
1.0850420572197392,-1.2803340038963644,46607,Healthy
0.907400139195454,0.020653998386705986,46589,Healthy
0.49105478851872836,-0.5013644728321798,46587,Medium
0.32832208834586263,-0.03617851520940752,46582,Healthy
-4.681186087604507,-0.6843399779475907,46575,Healthy
0.6830138273820411,0.6816036759597097,46571,Healthy
0.7595832216867939,0.8080800224684944,46560,Healthy
0.9993660183096014,-1.3424641187616355,46550,Medium
0.4244277293978902,-0.9586386741246536,46530,Medium
0.3295674644543597,-0.035030509661204974,46506,Medium
0.2171346892751054,0.800307583569057,46498,Medium
0.1525767891370683,0.6941379175470975,46497,Medium
0.6420108704739732,-0.7511498134204789,46489,Medium
0.6224999781075194,-0.7691352336756516,46489,Medium
-0.6207830464218477,1.2875503969011588,46488,Medium
1.5526361372525468,-1.192789974206978,46486,Medium
1.3749698556463892,-2.309972505768678,46474,Healthy
-3.8227303190230923,-2.2455027936485545,46471,Healthy
-2.5009962456141146,1.1390153776908865,46462,Healthy
-0.4655455333159211,0.7131816181972868,46460,Healthy
1.2218630739110152,-1.3551877893250492,46450,Healthy
-3.747632524074873,-2.6491970230258777,46444,Low
-0.5503797675549104,0.46575075562160917,46444,Healthy
1.0990260952972715,-0.2955569866962779,46423,Healthy
0.38698835744118704,-0.03209662437754821,46421,Medium
0.7778694237970615,0.9217191780432589,46417,Healthy
-3.7303753953612873,-2.0813001781854457,46413,Healthy
-0.018026749015086947,0.235604863681402,46412,Healthy
1.133922354130901,-0.11999050265361189,46397,Healthy
0.807470300036046,-1.0266203407432881,46384,Medium
0.3668618495155182,-0.2808316503948217,46361,Medium
0.3295674644543597,-0.035030509661204974,46343,Medium
0.3360609818740489,1.6592483525831054,46340,Medium
0.8267315024768759,-0.06909295925951031,46328,Medium
0.5044229518061578,-0.16006258860595396,46326,Medium
0.5239836592169514,-0.1420312481288531,46326,Medium
0.37017556504227833,1.2036712649870704,46323,Medium
0.2060419372634097,0.7797357245449361,46313,Medium
1.3114944241709399,-2.206065724924379,46311,Healthy
-4.685140906500742,-0.9053908678674908,46305,Healthy
-0.8445558055642483,1.4918722321667446,46300,Healthy
-3.3904541985974066,2.760134773202478,46300,Healthy
-3.3892815799344094,-2.741709287476349,46286,Low
0.6903097411687472,0.21615860214196908,46284,Healthy
-0.44478559162106585,0.31143070771257036,46274,Healthy
0.7429740439470177,0.42788858829902143,46260,Healthy
0.40313453283704526,0.08585069564100113,46258,Medium
-4.750844220645371,-0.29923522307094147,46253,Healthy
0.4451474713874438,-0.1622676733277983,46251,Healthy
0.2538917188906417,-0.22456188144635664,46243,Healthy
0.6094205731263901,0.5961034779345316,46231,Healthy
0.8930889303419127,-1.3447353243184443,46215,Medium
1.0287538810875998,-1.2299287056817072,46195,Medium
0.8264452774154392,0.3915725743539624,46174,Medium
-0.016781372906589882,0.23675286922960448,46173,Medium
0.39677240855457147,0.9413716017601967,46165,Medium
0.42694727919111186,-0.11427329918291035,46160,Medium
0.40738657178031823,-0.13230463966001121,46160,Medium
0.6916217650659244,-0.39366274907313836,46159,Medium
0.3435949534204524,1.1272712536387695,46150,Medium
-3.2032345349577813,0.9345134730011733,46144,Healthy
-4.993218252650711,-0.1980023846514067,46143,Healthy
0.5875943415309778,-1.4207491583548522,46138,Healthy
-1.06530842824716,1.401219464765463,46131,Healthy
-3.0185090306538256,-3.7640601574351633,46120,Low
0.4143043886566113,0.4209345092106827,46113,Healthy
-0.2898945173847765,0.3509975376358692,46111,Healthy
-5.135101636319206,0.4386315566638251,46096,Healthy
0.9992008966205632,-0.15470373931088277,46093,Healthy
0.5068979917132886,-0.3838149733595523,46088,Medium
0.8656234003095703,-0.7258237446827865,46087,Healthy
0.3428962862272747,-0.23356645247076516,46077,Healthy
0.5093016358255563,0.7898320797483754,46065,Healthy
0.5120115414203072,-0.5601717659438211,46048,Medium
0.4155695609566481,0.23383005216634623,46038,Medium
1.0629310787983477,0.6021516944477568,46020,Medium
-0.36813005920520814,1.804093826787225,46005,Medium
-0.016781372906589882,0.23675286922960448,46004,Medium
0.3080075798290312,0.006600188532705683,45993,Medium
0.32756828723982473,0.024631529009806547,45993,Medium
0.49826802653073066,0.31688151122903646,45993,Medium
-4.5102164897139145,-0.5448537659845049,45990,Healthy
0.6998640283195459,0.08478011316467936,45977,Medium
-4.507998700331435,-0.9219088174496358,45976,Healthy
0.8582550836123809,-1.6155136466969813,45972,Healthy
-0.8417098004314322,1.3255649857154925,45968,Healthy
-4.247027695491103,-1.306885656177216,45963,Low
-0.24117647601463102,1.8534879594655143,45961,Healthy
-0.16160911167253922,0.13887693692950334,45948,Healthy
1.1102230152789172,-0.32482694162409537,45927,Healthy
-4.708520125989414,-0.8834732601775478,45926,Healthy
0.2966314254098136,0.4177024320496159,45925,Medium
0.9220492496679688,-0.9711054695495728,45921,Healthy
0.6691163028081867,-0.616427345579311,45913,Healthy
0.51088098477761,1.0519094687945545,45904,Healthy
0.3919587744858106,-0.21118217050569618,45885,Medium
0.4270528481248119,0.20494261104380784,45881,Medium
1.3028934800049459,-0.09855624997237214,45859,Medium
1.0513701964755673,-1.1294356369570087,45839,Medium
0.25520351505825856,-0.22335264893558332,45835,Medium
0.8674919213047808,-0.5694040761608278,45833,Medium
0.8479146088792072,-0.5874507233785713,45833,Medium
0.26958761134730747,0.9884571840317382,45826,Medium
-4.890796581337254,-0.5575766848278896,45824,Healthy
1.3213034370853267,-0.5171478243866544,45813,Healthy
-0.426453590177589,0.9858531906868417,45812,Healthy
0.6076817031769398,-1.0487447231609284,45809,Healthy
0.028107001641345292,1.2192314701953229,45805,Medium
1.1791651226076247,0.03308377678545252,45804,Healthy
-4.24040802077744,-1.6433052243766146,45799,Low
-0.9003099550126721,0.9075955931096018,45776,Healthy
1.212618146918089,-0.36626096517825046,45764,Healthy
-4.508806349327241,-1.008345955167154,45760,Healthy
0.7921341055131655,-0.5971529582013969,45758,Healthy
-0.006120502123058463,0.3033915661060528,45753,Medium
0.38255411745928697,1.261454306008074,45744,Healthy
0.33615802974977615,-0.3770734192182481,45744,Healthy
0.014489573209874089,0.43027130497126365,45715,Medium
0.682836787336826,-1.14369467545736,45713,Medium
0.6179821354736386,0.5889029150161631,45690,Medium
0.9045350477099096,-0.126104387826111,45688,Medium
1.6133251655328356,-1.9450071705219447,45670,Medium
1.593764458122042,-1.9630385109990454,45670,Medium
0.25520351505825856,-0.22335264893558332,45665,Medium
-4.498866231184932,-1.5297613243275028,45652,Healthy
0.5482155463135813,-0.021962067709138788,45650,Medium
-0.3929339860614798,0.5832868339522402,45648,Healthy
1.1481959850964631,0.08777245282552161,45648,Medium
0.9463490487901302,-1.568513630453658,45647,Healthy
0.13397655435963404,1.7179336677661172,45647,Healthy
0.7311932647911518,0.14821211904750003,45644,Healthy
-4.955602357883294,-0.4569437914395931,45635,Low
-1.2653457119685372,2.261443952166716,45615,Healthy
1.1693130996904917,-0.15377589990584728,45604,Healthy
0.9379941239188382,-0.8534029800259124,45595,Healthy
-3.7588031043787753,-0.8112889682274247,45594,Healthy
0.6648965816776061,-0.51273333283443,45586,Medium
0.5139220804465183,0.883363052433807,45581,Healthy
0.7568742767458158,0.2141960004742651,45578,Medium
-0.1140821996888812,0.6420093918723502,45548,Medium
0.3272801808381503,-0.26169906399192744,45546,Medium
0.947377554422743,-0.976867114242568,45522,Medium
0.6217033721243339,0.5791360588797955,45521,Medium
0.9685911475998588,-1.1918998272773818,45501,Medium
0.9489806251447254,-1.2099770879764107,45501,Medium
0.3442412924244515,-0.23232660647870643,45499,Medium
0.4276183127086899,1.4144825105144219,45493,Healthy
-2.3514216112309043,3.1395137882805075,45490,Healthy
0.27603930333933446,1.3518590312127898,45486,Medium
1.7058917435119407,-1.5146570454789692,45482,Healthy
1.0530233771592732,-0.15415120720480047,45482,Medium
-0.8109228899232376,0.7700461702951429,45476,Healthy
1.128020437427534,-0.5164097798939677,45475,Healthy
-3.704589460026932,-2.4406239187239183,45474,Low
-0.842594595483151,1.7418529792535513,45457,Healthy
1.0585166637119774,0.17453013181286237,45447,Healthy
0.6042543445150776,-0.2932233657850563,45432,Healthy
-3.8886128331725636,-0.7018821135151357,45426,Healthy
0.9812322281511318,0.41408608861856333,45424,Healthy
0.628452818078381,-0.3129421708919232,45423,Medium
0.05913087444540626,0.4128902288338278,45415,Medium
-0.051707851774860106,0.8585151716212795,45388,Medium
0.1501546335930282,0.1738233095698896,45383,Medium
0.5238703497914192,0.1767218997193431,45365,Medium
0.5766093238334501,0.7953314323510825,45354,Medium
0.4166470511556487,0.1736108771179342,45341,Medium
0.3970697387300751,0.15556422990019067,45341,Medium
0.3442412924244515,-0.23232660647870643,45333,Medium
0.4544303022109418,0.6063321467047977,45323,Healthy
-0.992869424306007,0.30348007918358044,45323,Medium
1.1483740611807753,-0.06776163954315655,45323,Medium
2.5681466433098676,-2.6424534400762685,45319,Healthy
-1.342095741907003,2.138139538952809,45312,Healthy
1.1237561807234404,-0.48900178447977494,45312,Medium
0.8606293997454482,0.25086065828344367,45311,Healthy
-3.71339641687097,-2.5261348854432173,45310,Low
-0.5969870754767025,1.027851474030489,45294,Healthy
1.315533681861873,-0.25165948879254757,45290,Healthy
0.4368547835235413,1.0194544553129645,45261,Healthy
-3.944910469328357,-0.5110849907506106,45260,Healthy
0.27231151205838294,-0.21396714788672905,45259,Healthy
0.02779275861651513,0.5353616809306639,45257,Medium
0.004711049699133819,0.3354160800229395,45248,Medium
-0.06181486335016219,0.2454605636228083,45216,Medium
4.582247349668134,-10.779182277245512,45211,Medium
1.1079463805702596,-0.7901106962000336,45208,Medium
0.48917381043270497,0.8003044083338987,45185,Medium
0.8172971314990358,-0.5006248879088685,45180,Medium
0.7977364240882422,-0.5186562283859693,45180,Medium
0.6704613090053635,-0.6151874995872523,45170,Medium
0.0507038298402014,0.10856320624925085,45162,Medium
0.7413362703866897,0.42655666979692397,45160,Healthy
1.5169740784270658,-0.8196939084609183,45156,Medium
2.5931948958946136,-2.9696497940620783,45150,Healthy
0.9565892471084196,0.0663174885277274,45148,Healthy
0.8158069459143477,0.16897708991652696,45146,Medium
-4.167243387387115,-1.879180399402166,45144,Low
-1.230586837528071,1.6493379782254418,45143,Healthy
1.3245887116728667,-0.2725878830068522,45133,Medium
0.05458034405305444,-0.054802088335194184,45131,Healthy
-3.997630103357579,-0.3277084843838528,45096,Healthy
-0.07893239788136872,0.4499170501101955,45092,Healthy
0.27689624014829317,0.12809373503846394,45091,Medium
0.798315926939662,-0.9341539504790355,45090,Healthy
0.3632064045025081,-0.2862487246618773,45082,Medium
0.8545865053693914,-1.1466760545241692,45045,Medium
0.26957143219380214,-0.30922862001816165,45043,Medium
0.49797714966778506,-0.23546105991897898,45042,Medium
0.8181265230935423,0.8338986583801347,45028,Medium
0.4579360747548236,-0.5648366173055996,45007,Medium
0.4382591322405703,-0.5829751049671994,45007,Medium
0.6704613090053635,-0.6151874995872523,45007,Medium
0.2984759359971634,-0.39864381187121917,44999,Medium
0.5373269390075236,0.6125542489353579,44994,Healthy
1.0805464901990012,0.047630892875942445,44993,Medium
0.848154648427956,0.38660324637563226,44988,Healthy
2.2544227366130234,-2.28818631071929,44983,Healthy
-4.033863908043281,-1.9985530205237836,44980,Low
0.6100578515980523,0.5191834329166563,44980,Medium
-0.3076535789541004,0.2646822667427004,44977,Healthy
0.9658149355667545,-0.1285186802709597,44966,Medium
0.25367176817898196,1.0960153978877192,44964,Healthy
-4.069337766056295,0.11401254660141448,44939,Healthy
0.1805752545734404,0.5782256917662821,44931,Medium
-0.12059329214602402,1.0762685057268706,44930,Healthy
0.8525827581764444,0.3089259395064983,44929,Healthy
0.49149181021474536,-0.49836932536824313,44916,Medium
0.43316302242612587,0.0010553217732189731,44888,Medium
0.6786837269517764,-0.10060950637050989,44885,Medium
0.3297335146021593,-0.034877442254777964,44880,Medium
1.056299923236854,0.13690102215888944,44865,Medium
0.0064548082381190785,1.6625778609992765,44859,Medium
-0.013222134276134258,1.6444393733376768,44859,Medium
0.3375196409617329,-0.3758182664855466,44837,Medium
-0.7267402461856503,1.2611699785378157,44835,Medium
0.5418383411345689,0.7591900998034848,44831,Healthy
1.1717954984692316,-0.14895004553852398,44828,Healthy
0.9372819376549987,-0.023169617908494748,44824,Medium
0.8384133640394404,0.42751901960636196,44820,Medium
-1.0637834513311597,1.8185061765337651,44816,Healthy
-4.180936923890952,-1.847148767418341,44814,Low
2.364453965568221,-2.775409585972769,44811,Healthy
1.0432013346493545,-0.10881941370514804,44803,Medium
0.38404089557927734,0.8780371595168304,44798,Healthy
-4.056505322359747,-0.34172681604795635,44773,Healthy
0.9077981362713666,-0.74192991007025,44768,Medium
0.3924732036330756,1.075154299775594,44765,Healthy
0.23331656581284196,0.14490893775891192,44763,Healthy
0.2107513641434601,-0.17585190932344452,44747,Medium
0.6095133616321371,0.016544915054794856,44728,Medium
-0.18276265291575114,0.571130541582203,44721,Medium
-0.016615322758790303,0.23690593663603154,44711,Medium
0.776409175784242,1.0424285849587651,44711,Medium
0.40614609539098956,0.7522827178409486,44683,Medium
0.4258230379052429,0.7704212055025482,44683,Medium
0.4390820712835154,1.0662129103297417,44671,Medium
-1.7119946027844306,2.8272658896044334,44670,Medium
0.3375196409617329,-0.3758182664855466,44668,Medium
0.8307970592833606,0.1116871020149912,44662,Healthy
0.44620459258438006,0.9221080571570511,44657,Medium
1.064089667943502,-0.23371193314097308,44654,Medium
0.8678916146795311,-0.6710742464913729,44646,Medium
-0.19038953128075486,-0.23978970800748498,44644,Healthy
-3.665941871167333,-3.1218404407298266,44640,Low
1.8598444532015694,-1.9485746847502403,44639,Healthy
0.013686094074339504,1.7420398299326265,44637,Healthy
-3.4395724579926803,-1.074444894331237,44613,Healthy
0.5161123261323985,0.7162142446687831,44599,Healthy
0.44783432275361296,-0.2266083132608012,44597,Healthy
0.6350201592516098,-0.7575939512310557,44595,Medium
0.6172253569727664,-0.12237478917907883,44593,Medium
0.8014340383587264,-0.3018133994938279,44571,Medium
0.6499211245735448,1.248309034195329,44557,Medium
0.26443487146913036,-0.48389187458286115,44549,Medium
0.2553695652060582,-0.22319958152915637,44542,Medium
-0.4332045005681033,1.1975431981759994,44515,Medium
1.2143795652417049,-0.386871925278216,44511,Medium
1.1947026227274515,-0.4050104129398157,44511,Medium
0.8113540870543443,0.14401532961280106,44504,Medium
0.7582192829429926,0.21543584646632374,44502,Medium
0.6533933964282463,0.5493721117830899,44499,Healthy
0.5106872130850192,0.655558417838455,44490,Medium
0.8974034064533245,0.1816959206931798,44488,Medium
0.8633221459316199,-0.8203011675929887,44486,Medium
-0.28698863246559975,0.21250488492661485,44478,Healthy
-3.560335663357816,-2.903971481098938,44474,Low
0.265609038592638,1.2231022297424679,44473,Healthy
2.1961883575980004,-2.3585764367157616,44469,Healthy
-3.467239637858082,-1.430779183407014,44445,Healthy
1.2681788771837645,-0.08749432079326563,44442,Healthy
0.5169763429798081,-0.1484906926800726,44432,Medium
0.636586391691022,-0.6933643676837564,44428,Healthy
0.5824435035786583,-0.09452804377553137,44426,Medium
0.48466282538407707,0.218516145819514,44414,Medium
0.8290889319006393,0.8043532594761428,44400,Medium
-0.5609089706630115,1.1895245368159646,44383,Medium
0.3443575275279112,-0.23221945929420754,44375,Medium
-1.451177644132829,2.8165371286936725,44357,Medium
0.6930903211831337,0.48929461685204206,44341,Medium
1.0141137470683768,-0.11573844978669222,44339,Medium
1.03385710964175,-0.09753873516252169,44338,Medium
0.7582192829429926,0.21543584646632374,44335,Medium
1.0509055677747472,0.05937548320218165,44330,Medium
0.7252159264668899,-0.5857168807662047,44326,Medium
0.45716951553303514,1.0586498948560181,44325,Medium
0.8133051659710788,-0.3238651813188514,44323,Healthy
1.148454688299874,-0.11485546580345334,44313,Healthy
-4.130931911933408,-1.759446056213111,44312,Low
-0.7375637404429936,0.9558870452700132,44311,Healthy
2.3849902415797493,-2.8252865709167887,44297,Healthy
-3.562633993177454,-0.8761839717654019,44286,Healthy
0.4571150867544349,0.966726262899924,44279,Healthy
0.4199067529244085,-0.12076335721541526,44266,Medium
0.6886569202314805,-0.6166343911112325,44263,Medium
1.101350582885559,-1.3153031168233251,44262,Healthy
0.38746469151107166,0.29823124163410286,44257,Medium
1.142683285509582,0.13308082427690754,44240,Medium
-0.08452661121444147,0.5388819500861756,44219,Medium
0.6705775441088232,-0.6150803524027534,44212,Medium
-1.0437896130046895,1.806050092259147,44194,Medium
1.2880970102686229,-0.3482608241791726,44181,Medium
0.060492485657363086,0.4141453815665292,44172,Medium
1.7058730290293505,-1.0737766493063827,44169,Medium
1.6861462714707574,-1.0919610571899105,44169,Medium
0.787598220264691,-0.8464241891609207,44163,Medium
0.5718074338540403,-0.2758820511087452,44162,Medium
0.8199792422319768,-0.004182345564052593,44161,Medium
1.2100745776793416,-0.5113199123386023,44157,Healthy
0.8200819120859719,0.4341932238407513,44153,Healthy
-0.25318539622058917,0.4468518529711113,44151,Healthy
-3.7004466294341563,-2.8785126143727036,44142,Low
2.6644454848775805,-2.988073485563488,44131,Healthy
-3.7761221708059196,-0.9319317695590855,44118,Healthy
1.0423005545329573,-0.32304873688359953,44110,Healthy
0.5196228199746533,0.0765426950643303,44100,Medium
0.32052776097312147,0.01814147097730164,44099,Medium
1.3361965201734447,-1.8441368504891023,44092,Healthy
0.4027415360661428,-0.5995170794182976,44091,Medium
1.1878022922534999,-0.08562908572465497,44077,Medium
-0.2363267747374826,0.33081462402405726,44047,Medium
0.3376192710504127,-0.3757264260416905,44043,Medium
-0.70763717448346,1.3462256041872793,44033,Medium
0.6402542386072559,0.1939277091418596,44012,Medium
0.060492485657363086,0.4141453815665292,44009,Medium
1.4498015774763247,-1.7976532671728025,44003,Medium
0.7152480650321319,0.7406859075596194,44003,Medium
0.6955213074735386,0.7225014996760916,44003,Medium
0.24323393341333213,0.11246927259968707,43996,Medium
0.3676679880009521,1.1812397721611054,43993,Healthy
0.8228400200915279,0.12797186362817814,43991,Healthy
0.3056511640873246,0.6848166963890437,43988,Medium
-3.1584226686663626,-3.478390550467218,43978,Low
-0.6997552494931557,0.4375275987520049,43976,Healthy
2.7116980283538963,-3.2125951130076453,43961,Healthy
-3.7111108954241425,-1.0399007589262625,43950,Healthy
0.27389821398404135,1.4174906164573524,43949,Healthy
0.8965577239731763,-0.6988201245115229,43940,Medium
0.8604347900232975,-0.5759094409339753,43939,Medium
0.6512024587329939,-0.4134932965795408,43929,Healthy
1.0628611715897185,-1.5448885197656568,43921,Medium
0.638183797637494,0.9575388722795509,43917,Medium
-0.07705092788349097,0.5193788512947256,43884,Medium
0.7583355180464523,0.21554299365082263,43876,Medium
-0.09220563847522402,1.9973559634885538,43873,Medium
0.4625832798845941,0.8984281589366262,43851,Medium
0.006056055896310631,0.3366559260149982,43843,Medium
0.3425665600308383,-0.1164885796714884,43840,Medium
0.9968165924745465,0.12186160044072508,43831,Healthy
1.637305107615566,-1.11474090366985,43831,Medium
1.6176281651013127,-1.1328793913314497,43831,Medium
0.5653306879717539,-0.4215669608031526,43829,Medium
0.36027444713297235,0.8815137019414463,43826,Healthy
-3.655856546324803,-2.3520897162605614,43821,Low
0.4537956284078613,0.5834064028357777,43819,Medium
-0.19269377454238346,0.18970186272424655,43813,Healthy
2.599112591312096,-2.8805787730900523,43795,Healthy
0.7492122923462691,0.6126079589293508,43789,Healthy
-3.5405898997094374,-1.0919401952074994,43786,Healthy
1.6062348242217923,-1.9515431487763777,43776,Medium
0.9982540661761415,-1.1626128491069105,43773,Medium
0.8354199100671446,0.12139962888116787,43755,Medium
0.47957644663121335,-0.7322403163134734,43754,Healthy
0.9169481973828981,-0.10481983155202623,43744,Medium
0.11376825772719623,0.0467498524666048,43718,Medium
0.06060872076082279,0.41425252875102814,43713,Medium
-0.3711736884980032,2.3161477645938255,43709,Medium
