PC1,PC2,calculated_RUL_tons,RUL_Class
-0.785379200526054,1.2949087555307548,75958,Medium
0.8133051659710788,-0.3238651813188514,75919,Healthy
-4.316405723289279,-0.927196263254774,75903,Healthy
-6.399318555357152,3.7124870275065307,75899,Healthy
0.09641461123022155,1.7801080583093976,75878,Healthy
-6.4350776084052015,3.8467709976928863,75851,Healthy
-6.423478851861995,3.6902157198714023,75851,Healthy
-0.6393879105806402,1.4294856192613747,75795,Medium
1.2100745776793416,-0.5113199123386023,75753,Healthy
-4.47556091716319,-1.253862391209985,75740,Healthy
-5.4081038955663,5.657296986980793,75739,Healthy
0.7064167464695101,0.7457307973544223,75718,Healthy
-5.432280797085923,5.635010372605022,75691,Healthy
-6.313034724677354,3.2381505911312933,75681,Healthy
-1.2781256390582405,2.090846569475496,75632,Medium
0.8228400200915279,0.12797186362817814,75586,Healthy
-4.571124947291252,-0.647358340958958,75584,Healthy
-6.432719696306447,3.8489445548641497,75577,Healthy
0.05735079640345726,1.664178522512564,75555,Healthy
-6.45689659782607,3.8266579404883783,75529,Healthy
-5.188944501004303,5.3837071614248355,75523,Healthy
-1.1321343491128268,2.225423433206116,75469,Medium
0.9968165924745465,0.12186160044072508,75426,Healthy
-3.7704529544024914,-2.63064178654795,75416,Healthy
-6.310676812578599,3.2403241483025567,75407,Healthy
0.8441017176618532,0.5105803931900409,75395,Healthy
-6.4803939320677655,3.8114935945772945,75359,Healthy
-6.335385074571181,3.217547718226219,75359,Healthy
-1.067152674214482,1.726780548334836,75305,Medium
-3.231497106506356,-2.851958171970019,75261,Healthy
1.2421792069005626,-0.5899466550947702,75260,Healthy
-5.186586588905549,5.385880718596098,75250,Healthy
0.19920321097191646,1.417312843019137,75232,Healthy
-6.56159383079148,4.0907229708010755,75200,Healthy
-6.537815449626576,4.112642223401422,75200,Healthy
-0.9211613842690679,1.861357412065456,75142,Medium
-4.136655333852831,-1.8304927538248605,75097,Healthy
0.8061127593563899,0.2752920437390223,75097,Healthy
-6.478036019969011,3.813667151748558,75086,Healthy
0.24669427621111714,0.19650045425696908,75069,Healthy
-5.680531739684372,6.015744846900856,75038,Healthy
-5.704359935893615,5.993779674078581,75038,Healthy
-0.4509352042984014,0.5716884622696801,74976,Medium
1.136483614298638,-0.11929943143921189,74937,Healthy
-3.961527763474327,-2.4255473351351275,74927,Healthy
-6.535457537527822,4.114815780572686,74926,Healthy
0.3762405088276776,1.3356728188427611,74912,Healthy
-2.500846800481095,1.1391531383566706,74874,Healthy
-2.5246583916755583,1.1172032722750387,74874,Healthy
-0.3049439143529877,0.7062653260003,74809,Medium
1.3945160730502497,-0.7055867605073574,74774,Healthy
-5.678173827585617,6.01791840407212,74765,Healthy
-4.166185087774877,-1.408438102821464,74763,Healthy
0.8040361411975839,-0.02810566419394692,74740,Healthy
-3.41416615970319,2.738276747564702,74713,Healthy
-3.390321358479167,2.7602572271276196,74713,Healthy
-0.871805481461969,1.4008027071154847,74646,Medium
-0.20013037382827115,4.102145777182815,74613,Healthy
0.7521967328999496,0.3538380881273492,74610,Healthy
-4.086300386615096,-1.4486985622171573,74601,Healthy
-2.49848888838234,1.1413266955279342,74601,Healthy
