anomaly_label,anomaly_score,is_anomaly,calculated_RUL_tons,RUL_Class
1,0.14434458595629918,0,42374,Medium
1,0.0813541169867184,0,42365,Low
1,0.17065805658547162,0,42356,Healthy
1,0.18603530600068147,0,42339,Healthy
1,0.1629750173194215,0,42336,Healthy
1,0.14962048746313095,0,42330,Medium
1,0.18202413595645683,0,42328,Medium
1,0.17214689431838304,0,42328,Medium
1,0.1970045594988145,0,42326,Healthy
-1,-0.01502920146281006,1,42326,Low
1,0.1560945472458551,0,42325,Medium
1,0.17817073229332436,0,42320,Medium
1,0.13089814764644653,0,42317,Healthy
-1,-0.030577624414350635,1,42308,Healthy
-1,-0.011094215497404858,1,42299,Healthy
1,0.15040242852294594,0,42292,Medium
1,0.15457692526300365,0,42291,Healthy
-1,-0.0058985102506216025,1,42282,Healthy
1,0.1466578809339873,0,42275,Medium
1,0.1723110586944389,0,42259,Medium
-1,-0.043998062210552136,1,42241,Medium
1,0.1665058195373661,0,42227,Medium
1,0.12751209675173725,0,42220,Medium
1,0.1222474622612123,0,42216,Medium
1,0.12666983971420542,0,42214,Medium
1,0.10929478021251443,0,42199,Low
1,0.17172491082748542,0,42186,Healthy
1,0.17353706353593146,0,42173,Healthy
1,0.1431728280242751,0,42173,Healthy
1,0.17119155127584584,0,42165,Medium
1,0.14971857105131997,0,42164,Medium
-1,-0.007598100011253273,1,42164,Low
1,0.18021400020474765,0,42160,Healthy
1,0.09762553228485477,0,42159,Medium
1,0.10616167740516236,0,42159,Medium
1,0.1427290255453052,0,42157,Medium
1,0.1408612406297144,0,42154,Healthy
-1,-0.006748624046770901,1,42148,Healthy
-1,-0.0034466965267877514,1,42137,Healthy
1,0.14074366198120614,0,42125,Healthy
1,0.15160045508559816,0,42125,Medium
1,0.1360949674530874,0,42119,Healthy
1,0.17193756531580734,0,42109,Medium
1,0.13723629493946526,0,42093,Medium
1,0.0020504115924578903,0,42073,Medium
1,0.10813569435345693,0,42057,Medium
1,0.08191411180360336,0,42057,Medium
1,0.16000941774751137,0,42054,Medium
1,0.1755423618790254,0,42054,Medium
1,0.10929478021251443,0,42032,Low
1,0.1713681854575927,0,42023,Healthy
1,0.13774303462088927,0,42010,Healthy
1,0.1688047795723372,0,42004,Healthy
1,0.16823186708607818,0,42003,Healthy
1,0.13700051144989822,0,41997,Medium
1,0.1705144558631515,0,41996,Medium
-1,-0.023141431319291694,1,41994,Low
1,0.1308605809224524,0,41989,Medium
1,0.14109469144162562,0,41989,Medium
1,0.13816758033566612,0,41987,Healthy
1,0.13079445778866405,0,41984,Medium
-1,-0.02687060777299566,1,41980,Healthy
1,0.12189194979971113,0,41971,Healthy
-1,-0.03177938423870863,1,41959,Healthy
1,0.13695911297333108,0,41959,Medium
1,0.17170771977015725,0,41956,Healthy
1,0.15010833737489326,0,41937,Medium
1,0.18651401758516883,0,41923,Medium
1,0.040465926157478016,0,41914,Medium
1,0.04111915890578155,0,41905,Medium
1,0.18789563913773621,0,41891,Medium
1,0.17976515739698357,0,41891,Medium
1,0.14716028793961244,0,41882,Medium
1,0.15546406953451708,0,41869,Low
1,0.025307179344618902,0,41868,Healthy
1,0.14056512709337343,0,41860,Healthy
1,0.1408612828245992,0,41849,Healthy
1,0.18112790266516227,0,41843,Healthy
1,0.16993042257396118,0,41840,Healthy
1,0.11886877793046868,0,41837,Medium
1,0.17686316117486678,0,41829,Medium
-1,-0.01218032007899228,1,41828,Low
1,0.032433951576720466,0,41824,Healthy
1,0.12742242515895663,0,41823,Medium
1,0.11743127021354144,0,41823,Medium
1,0.14863483609440475,0,41821,Medium
1,0.09517483222170403,0,41814,Healthy
1,0.19131503631336233,0,41805,Healthy
1,0.12244765265906621,0,41802,Medium
1,0.10128427887315444,0,41798,Healthy
1,0.17753397070962662,0,41789,Healthy
1,0.18087623632914396,0,41773,Medium
1,0.19508612664139052,0,41757,Medium
1,0.04015772210539015,0,41753,Medium
1,0.1765644389587292,0,41738,Medium
1,0.17246678689865408,0,41734,Medium
1,0.0530039798245,0,41731,Medium
1,0.16247706116943844,0,41720,Medium
1,0.15546406953451708,0,41706,Low
1,0.15788148354736092,0,41705,Healthy
1,0.1545372974920064,0,41703,Healthy
1,0.02810565657417541,0,41696,Healthy
1,0.16587304284216337,0,41689,Healthy
1,0.14600496861248652,0,41685,Healthy
1,0.13833189730387674,0,41683,Healthy
-1,-0.019013124906347212,1,41668,Low
1,0.1259877711484489,0,41665,Medium
1,0.15192392408025546,0,41663,Medium
1,0.1616789147817842,0,41663,Medium
1,0.1608033707675109,0,41663,Medium
1,0.05536529007052449,0,41658,Healthy
1,0.1573394568636291,0,41658,Medium
1,0.10743290025857644,0,41647,Healthy
1,0.11868366860816887,0,41641,Healthy
1,0.1237699757295253,0,41635,Medium
1,0.18048816172196974,0,41635,Healthy
1,0.17147074780634697,0,41623,Healthy
1,0.14145811245409934,0,41595,Medium
1,0.03759301342659438,0,41594,Medium
1,0.1822572048443381,0,41591,Medium
1,0.17414166338560977,0,41572,Medium
1,0.03580453150444951,0,41569,Medium
1,0.1751729574509907,0,41565,Medium
1,0.09083667397457029,0,41558,Medium
1,0.1848446454533077,0,41544,Healthy
1,0.12965773344342174,0,41534,Low
1,0.14181759302985764,0,41534,Healthy
1,0.05950877483776795,0,41530,Healthy
1,0.19752498983422645,0,41526,Healthy
1,0.05406676549369338,0,41518,Healthy
1,0.15623904178577142,0,41516,Healthy
-1,-0.011559796951629453,1,41507,Low
1,0.16349030533502268,0,41503,Medium
1,0.13611321412328053,0,41500,Medium
1,0.14586521617907372,0,41500,Medium
1,0.14262105063993902,0,41497,Healthy
1,0.1438718412126232,0,41493,Medium
1,0.1181740898436689,0,41489,Medium
1,0.09176932166980256,0,41478,Medium
1,0.07351298102698989,0,41475,Healthy
1,0.0888517521250265,0,41471,Healthy
1,0.18383696692380747,0,41469,Healthy
1,0.106846178448469,0,41454,Healthy
1,0.04259214274905321,0,41432,Medium
1,0.1889423648213922,0,41431,Medium
1,0.1647978583025667,0,41429,Medium
1,0.16563127877872058,0,41415,Medium
1,0.10669834639525166,0,41412,Medium
1,0.11823277800948917,0,41398,Medium
1,0.12203222738607011,0,41386,Medium
1,0.17788655993333868,0,41378,Healthy
1,0.07057277689851987,0,41364,Healthy
1,0.12102923386990805,0,41364,Healthy
1,0.12965773344342174,0,41361,Low
1,0.1950860271598599,0,41360,Healthy
1,0.05088061540062072,0,41355,Healthy
1,0.08823664547392346,0,41343,Healthy
1,0.15572542992970861,0,41332,Medium
1,0.12760037944194302,0,41332,Medium
1,0.1374048077369628,0,41332,Medium
1,0.11236897168195137,0,41329,Medium
-1,-0.040113155358766694,1,41329,Low
1,0.14591548045544528,0,41328,Healthy
1,0.15733009309029689,0,41325,Medium
1,0.1015584865459132,0,41318,Medium
1,0.1057478500768868,0,41312,Healthy
1,0.18631393805239355,0,41306,Healthy
1,0.12074210816757824,0,41305,Healthy
1,0.14363659881376423,0,41291,Healthy
1,0.04413351595305459,0,41273,Medium
1,0.19185333967077983,0,41268,Medium
1,0.17623883166940063,0,41259,Medium
1,0.09996440280366647,0,41258,Medium
1,0.10688564418271917,0,41254,Medium
1,0.1360119977405081,0,41223,Medium
1,0.1414990509528366,0,41220,Medium
1,0.1915718230275933,0,41218,Healthy
1,0.18048723699771896,0,41203,Healthy
1,0.07346385285828005,0,41200,Healthy
1,0.09018022091230443,0,41195,Healthy
1,0.10042470254705771,0,41192,Healthy
1,0.12749664414430528,0,41192,Low
1,0.1574673909740717,0,41186,Healthy
1,0.12997964138298873,0,41174,Medium
1,0.13832046668684372,0,41174,Medium
1,0.1353827648645866,0,41174,Medium
1,0.11524089924875608,0,41168,Low
1,0.14465200809704254,0,41165,Healthy
1,0.11807065614911089,0,41161,Medium
1,0.08983501611852174,0,41160,Medium
1,0.13942151990948798,0,41156,Medium
1,0.09272007195429616,0,41152,Healthy
1,0.1803632407545217,0,41140,Healthy
1,0.10550430873341743,0,41133,Healthy
1,0.15336054252968773,0,41124,Healthy
1,0.0479551404642814,0,41108,Medium
1,0.18996372226661562,0,41101,Medium
1,0.11712255777023539,0,41101,Medium
1,0.1877595533884559,0,41096,Medium
1,0.1523410124131946,0,41094,Medium
1,0.1841201332993419,0,41059,Medium
1,0.18714929795745422,0,41054,Healthy
1,0.15252128572545032,0,41051,Medium
1,0.19782354524371948,0,41039,Healthy
1,0.030658068488431334,0,41037,Healthy
1,0.03596269118614559,0,41028,Healthy
1,0.03717175861223454,0,41026,Healthy
1,0.12749664414430528,0,41023,Low
1,0.11055416578274507,0,41019,Healthy
1,0.13373938264061558,0,41010,Low
1,0.147958215234741,0,41008,Medium
1,0.13718698891380193,0,41008,Medium
1,0.15896344225007653,0,41008,Medium
1,0.14753308801711046,0,40999,Healthy
1,0.10531413534790685,0,40995,Medium
1,0.10623714748518248,0,40991,Medium
1,0.14694023371242237,0,40990,Medium
1,0.08947765804967256,0,40982,Healthy
1,0.1392070349408046,0,40969,Healthy
1,0.12733401296185742,0,40967,Healthy
1,0.13824880293069486,0,40967,Healthy
1,0.04621982592239615,0,40948,Medium
1,0.18961336999485012,0,40941,Medium
1,0.15041892144937846,0,40941,Medium
1,0.15044260430501405,0,40934,Medium
1,0.1866127037199003,0,40930,Medium
1,0.19652163696162162,0,40890,Healthy
1,0.16776849739399358,0,40887,Medium
1,0.17260393606402563,0,40887,Medium
1,0.16721472393482262,0,40885,Healthy
1,0.11170318527154255,0,40880,Healthy
1,0.07557355717433756,0,40864,Healthy
1,0.14270963296062134,0,40859,Healthy
1,0.04238433049522694,0,40857,Healthy
1,0.1755423618790254,0,40856,Low
1,0.15921787576505253,0,40848,Medium
1,0.16693367042444085,0,40848,Medium
1,0.16291317540953903,0,40848,Medium
1,0.10644781719612267,0,40841,Low
1,0.06992575589208228,0,40838,Medium
1,0.131951444627945,0,40829,Healthy
1,0.11782594233637578,0,40824,Medium
1,0.12133357379975968,0,40824,Medium
1,0.09127004986358356,0,40811,Healthy
1,0.10005390802678865,0,40803,Healthy
1,0.17696235880684497,0,40801,Healthy
1,0.13509984670534014,0,40795,Healthy
1,0.030865648951507008,0,40791,Medium
1,0.1281979173085182,0,40780,Medium
1,0.15292606371129647,0,40778,Medium
1,0.18959254623503485,0,40772,Medium
1,0.19682766256385148,0,40764,Medium
1,0.1824115478701976,0,40728,Healthy
1,0.19734196176937235,0,40724,Healthy
1,0.16538340665525764,0,40721,Medium
1,0.139273129623452,0,40715,Medium
1,0.06348027629186315,0,40714,Healthy
1,0.06143180048338215,0,40696,Healthy
1,0.1755423618790254,0,40690,Low
1,0.1075934900394816,0,40690,Healthy
1,0.13843472299658244,0,40687,Healthy
1,0.1261466385648356,0,40682,Medium
1,0.13930504973389823,0,40682,Medium
1,0.13340955365952106,0,40682,Medium
1,0.13847839347341068,0,40675,Low
1,0.12449787911550947,0,40669,Healthy
1,0.09719860841180145,0,40668,Medium
1,0.11477433609666082,0,40661,Medium
1,0.12307108688780194,0,40657,Medium
1,0.07106886042120003,0,40644,Healthy
1,0.12940856623452807,0,40634,Healthy
1,0.1727290627721048,0,40632,Healthy
1,0.10248137996793727,0,40627,Medium
1,0.08560629336229153,0,40625,Medium
1,0.11982939747692384,0,40625,Healthy
1,0.15583024247346905,0,40611,Medium
1,0.16971314988192387,0,40599,Medium
1,0.1797617895455499,0,40597,Medium
1,0.18110842694739693,0,40571,Healthy
1,0.18144743113885925,0,40558,Healthy
1,0.1733974623137985,0,40558,Medium
1,0.1758055977976405,0,40555,Medium
1,0.03538210825952348,0,40550,Healthy
1,0.07413751456273965,0,40533,Healthy
1,0.11220451977168366,0,40526,Healthy
1,0.16654249565572798,0,40520,Healthy
1,0.14674245632951083,0,40519,Low
1,0.09281200310328147,0,40518,Medium
1,0.08584368156811728,0,40518,Medium
1,0.07956800015738236,0,40518,Medium
1,0.06549068495136567,0,40508,Medium
1,0.13185739930467305,0,40503,Healthy
1,0.12452340741679435,0,40502,Low
1,0.10690193717741897,0,40492,Medium
1,0.13663839814417128,0,40488,Medium
1,0.15058206880544722,0,40481,Healthy
1,0.13389511821108707,0,40470,Healthy
1,0.10084152828215759,0,40464,Medium
1,0.10256950924771968,0,40462,Medium
1,0.1555163177276891,0,40459,Healthy
1,0.1485785630103783,0,40459,Healthy
1,0.1559256022007271,0,40444,Medium
1,0.19284935931275288,0,40434,Medium
1,0.18598033161229816,0,40430,Medium
1,0.1203557704540752,0,40426,Healthy
1,0.19242539973872208,0,40408,Healthy
1,0.16914845322819572,0,40401,Healthy
1,0.13943819636620897,0,40391,Medium
1,0.1593713157351525,0,40389,Medium
1,0.08816154593642411,0,40385,Healthy
1,0.0719620150313191,0,40369,Healthy
1,0.18763504835679462,0,40355,Medium
1,0.1832136350169905,0,40355,Medium
1,0.18996920223143027,0,40355,Medium
1,0.1673942266416334,0,40354,Healthy
1,0.08378862505936535,0,40351,Healthy
1,0.14674245632951083,0,40347,Low
1,0.04568349801793525,0,40345,Medium
1,0.15972032756393406,0,40339,Low
1,0.14769964994728935,0,40336,Healthy
1,0.1308430694607856,0,40326,Medium
1,0.14354259785768897,0,40322,Medium
1,0.14767580566440253,0,40315,Healthy
1,0.15937300229289547,0,40307,Healthy
1,0.116285339316753,0,40304,Medium
1,0.14681912787452278,0,40296,Healthy
1,0.09831571805855249,0,40292,Medium
1,0.15559710004854793,0,40290,Healthy
1,0.15047593300944145,0,40284,Medium
1,0.12515813652168617,0,40265,Medium
1,0.18287620934932286,0,40264,Medium
1,0.05813787707864798,0,40263,Healthy
1,0.19346734109621394,0,40242,Healthy
1,0.1820139610554462,0,40241,Healthy
1,0.17214689431838304,0,40226,Medium
1,0.1780765709191034,0,40225,Healthy
1,0.18958716559827127,0,40222,Medium
1,0.054945147208553924,0,40207,Healthy
1,0.05407690642063112,0,40195,Low
1,0.1768029279343225,0,40189,Medium
1,0.1847672694541741,0,40189,Medium
1,0.1815212968408132,0,40189,Medium
1,0.17063283302616267,0,40188,Healthy
1,0.03750624531744684,0,40186,Medium
1,0.10486255516218546,0,40185,Healthy
1,0.11860565172569854,0,40173,Low
1,0.09116862977531043,0,40170,Healthy
1,0.07409598953145186,0,40163,Medium
1,0.14263754037134269,0,40159,Medium
1,0.09953813717087495,0,40155,Healthy
1,0.15655468314969295,0,40141,Medium
1,0.1390629759554916,0,40139,Healthy
1,0.12867379404072593,0,40138,Healthy
1,0.10559863567009864,0,40135,Medium
1,0.15861487611520186,0,40124,Medium
1,0.1563066780164003,0,40121,Healthy
1,0.1926282792813767,0,40098,Medium
1,0.1558918289817663,0,40096,Medium
1,0.07116900943809201,0,40093,Healthy
1,0.16566713647683506,0,40087,Healthy
1,0.1745014073215504,0,40076,Healthy
1,0.19374396170756059,0,40061,Healthy
1,0.09762553228485477,0,40056,Medium
1,0.19764662601024469,0,40056,Medium
1,0.06237817382260158,0,40043,Healthy
1,0.05407690642063112,0,40043,Low
1,0.14867258658397892,0,40032,Medium
1,0.1572304256906893,0,40032,Medium
1,0.1532436669832145,0,40032,Medium
1,0.08939682706348506,0,40026,Medium
1,0.17761642320292476,0,40021,Healthy
1,0.07549800190046557,0,40021,Healthy
1,0.11062980873988687,0,40004,Healthy
1,0.14875792858409198,0,40003,Low
1,0.08489613251863626,0,39996,Medium
1,0.15807610888574053,0,39992,Healthy
1,0.11567188016349284,0,39986,Medium
1,0.11502805849396175,0,39981,Medium
1,0.1523410124131946,0,39981,Medium
1,0.11176648917568743,0,39977,Healthy
1,0.14376259147047205,0,39973,Healthy
1,0.16415198279117638,0,39961,Medium
1,0.15538735955838157,0,39951,Healthy
1,0.1866356680854694,0,39931,Medium
1,0.14079623601658925,0,39929,Medium
1,0.07552522957865132,0,39927,Healthy
1,0.19757070979296176,0,39924,Healthy
1,0.18696039255561148,0,39916,Healthy
1,0.11528632098725283,0,39907,Healthy
1,0.11619317031111426,0,39907,Healthy
1,0.11046213421305356,0,39907,Healthy
1,0.11122899491714411,0,39907,Healthy
1,0.18597070885475336,0,39898,Healthy
1,0.18485756258986263,0,39889,Medium
1,0.1308605809224524,0,39887,Medium
1,0.05000277845986889,0,39875,Healthy
1,0.0894569874486425,0,39871,Low
1,0.16208057332941272,0,39866,Low
1,0.1700554268094021,0,39866,Medium
1,0.16746567878592938,0,39866,Medium
1,0.07128286644427595,0,39863,Medium
1,0.16599218114285086,0,39858,Healthy
1,0.09827311646692205,0,39852,Healthy
1,0.1216513251142089,0,39843,Healthy
1,0.15156150740050411,0,39840,Low
1,0.11116331211876301,0,39830,Medium
1,0.1547130046211352,0,39828,Healthy
1,0.14864947507479376,0,39820,Medium
1,0.11597934285680916,0,39820,Medium
1,0.15044260430501405,0,39820,Medium
1,0.1309808245568631,0,39811,Healthy
1,0.15364252313021087,0,39807,Healthy
1,0.14367113470352594,0,39804,Medium
1,0.15822281111230208,0,39788,Healthy
1,0.17284654658102772,0,39769,Medium
1,0.185908477449022,0,39762,Medium
1,0.19513205867856726,0,39757,Healthy
1,0.17778636420496907,0,39756,Healthy
1,0.05189084949179268,0,39755,Healthy
1,0.14847853519907184,0,39747,Healthy
1,0.14812754602367195,0,39747,Healthy
1,0.1403517575282025,0,39747,Healthy
1,0.14224342376172583,0,39747,Healthy
1,0.1894501915816008,0,39738,Healthy
1,0.1919149647202011,0,39729,Medium
1,0.11743127021354144,0,39721,Medium
1,0.021282745256837488,0,39716,Healthy
1,0.15276112312384044,0,39706,Low
1,0.16108466132320248,0,39706,Medium
1,0.15922185929634491,0,39706,Medium
1,0.0798871582616762,0,39703,Medium
1,0.0894569874486425,0,39699,Low
1,0.18111902447229428,0,39695,Healthy
1,0.08160460009209375,0,39692,Healthy
1,0.12502285685747588,0,39677,Healthy
1,0.1694245779712933,0,39677,Low
1,0.1383412660506056,0,39668,Healthy
1,0.1281979173085182,0,39667,Medium
1,0.11034328227214107,0,39664,Medium
1,0.13042219857780796,0,39657,Medium
1,0.14520214412223748,0,39654,Medium
1,0.09404091890103156,0,39651,Healthy
1,0.12576322710721405,0,39650,Medium
1,0.1388032399145263,0,39638,Healthy
1,0.1488230270618418,0,39622,Medium
1,0.15974792237773083,0,39606,Medium
1,0.1807036368268114,0,39605,Medium
1,0.18039909412773142,0,39600,Healthy
1,0.18481839900190888,0,39592,Healthy
1,0.09016054107785071,0,39582,Healthy
1,0.14563331798660561,0,39580,Healthy
1,0.14462640786840064,0,39580,Healthy
1,0.13734058590040138,0,39580,Healthy
1,0.13978766889227534,0,39580,Healthy
1,0.15697986653780976,0,39578,Healthy
1,0.1948486874120381,0,39566,Medium
1,0.15192392408025546,0,39561,Medium
1,0.04724349352398627,0,39543,Healthy
1,0.17950684154216712,0,39539,Medium
1,0.17701540498635904,0,39539,Medium
1,0.1722678528610499,0,39539,Low
1,0.09645392239896139,0,39537,Medium
1,0.15976240715593715,0,39535,Low
1,0.18248329436283772,0,39532,Healthy
1,0.09442464853195282,0,39516,Healthy
1,0.13050137558152108,0,39508,Healthy
1,0.14253678278847742,0,39508,Healthy
1,0.14608043674598192,0,39507,Low
1,0.15583024247346905,0,39497,Medium
1,0.09231210869682188,0,39494,Medium
1,0.13274563306053905,0,39491,Healthy
1,0.14193286038135694,0,39491,Medium
1,0.19565525220043956,0,39487,Medium
1,0.03672210065122872,0,39484,Medium
1,0.15270421896893904,0,39468,Healthy
1,0.13037768932833382,0,39450,Medium
1,0.15273401970350475,0,39438,Medium
1,0.1972621228433587,0,39437,Healthy
1,0.18567065118955556,0,39436,Medium
1,0.1754327644637269,0,39435,Healthy
1,0.18703600500556805,0,39418,Healthy
1,0.14237680326031193,0,39417,Healthy
1,0.14081536880853834,0,39417,Healthy
1,0.13389611078974134,0,39417,Healthy
1,0.13574055577667293,0,39417,Healthy
1,0.07133199938804285,0,39413,Healthy
1,0.1928861057601231,0,39400,Medium
1,0.13611321412328053,0,39397,Medium
1,0.13204168633829466,0,39377,Medium
1,0.17657829915301126,0,39376,Medium
1,0.17084290774740402,0,39376,Low
1,0.1792544503564188,0,39376,Medium
1,0.05502631323823215,0,39375,Healthy
1,0.06354717827221523,0,39372,Low
1,0.15341153823878728,0,39368,Medium
1,0.09366435507841925,0,39353,Healthy
1,0.12848056938725078,0,39348,Healthy
1,0.12858501547594203,0,39347,Low
1,0.11026737878377535,0,39344,Healthy
1,0.08354393480109196,0,39340,Medium
1,0.11178516550537648,0,39333,Healthy
1,0.1559256022007271,0,39331,Medium
1,0.15136568844818593,0,39328,Medium
1,0.19184296293669972,0,39321,Medium
1,0.12306518657317611,0,39318,Medium
1,0.1494434001149273,0,39305,Healthy
1,0.031366600712371406,0,39283,Medium
1,0.16721472393482262,0,39283,Healthy
1,0.13208723122981553,0,39280,Medium
1,0.18519090409060912,0,39272,Healthy
1,0.1824417437431679,0,39269,Medium
1,0.1749003693067503,0,39255,Healthy
1,0.15119810682438706,0,39254,Healthy
1,0.15060493925823104,0,39254,Healthy
1,0.1418350943001876,0,39254,Healthy
1,0.14456612258772672,0,39254,Healthy
1,0.0499858509762402,0,39241,Healthy
1,0.19232679118215157,0,39240,Medium
1,0.12760037944194302,0,39229,Medium
1,0.17863759592820072,0,39213,Medium
1,0.1756505139707764,0,39213,Medium
1,0.16964714756614124,0,39213,Low
1,0.04692512882865629,0,39212,Healthy
1,0.13317222832108228,0,39210,Medium
1,0.13484356417175952,0,39202,Medium
1,0.13276804727179276,0,39200,Low
1,0.09376468049029585,0,39190,Healthy
1,0.15749841111482665,0,39188,Healthy
1,0.13624200269035197,0,39184,Healthy
1,0.14832741357917079,0,39181,Low
1,0.1084117952356421,0,39174,Medium
1,0.15047593300944145,0,39171,Medium
1,0.14713086184565533,0,39164,Medium
1,0.08990661333061062,0,39161,Healthy
1,0.10580351417652173,0,39161,Medium
1,0.18535665106394833,0,39160,Medium
1,0.1399872189550057,0,39148,Healthy
1,0.18132318721334106,0,39126,Healthy
1,0.08846661996325378,0,39114,Medium
1,0.13500048885255772,0,39111,Medium
1,0.11206428356231984,0,39103,Healthy
1,0.18677859137141434,0,39100,Medium
1,0.1922903859698265,0,39095,Healthy
1,0.14683310386806891,0,39090,Healthy
1,0.14792487574090235,0,39090,Healthy
1,0.1392527583336628,0,39090,Healthy
1,0.14173312529336152,0,39090,Healthy
1,0.04954583039769933,0,39075,Healthy
1,0.022446629514078498,0,39075,Medium
1,0.1940125367989634,0,39070,Medium
1,0.056688149674409605,0,39053,Medium
1,0.14715197533349206,0,39053,Low
1,0.15649350965561437,0,39053,Medium
1,0.153284692942684,0,39053,Medium
1,0.01284711831809826,0,39046,Healthy
1,0.1480219276688135,0,39034,Low
1,0.17868473440204297,0,39032,Medium
1,0.16163855564103635,0,39025,Healthy
1,0.10910938557754668,0,39020,Low
1,0.1416626912004409,0,39015,Healthy
1,0.052156911196045375,0,39011,Medium
1,0.1569828573676662,0,39011,Medium
1,0.15861487611520186,0,39011,Medium
1,0.15196313869742567,0,39001,Medium
1,0.17616006970928205,0,39000,Medium
1,0.1414709081114126,0,38995,Healthy
1,0.08513443850093488,0,38995,Medium
1,0.14303064228303747,0,38982,Healthy
1,0.17492918317775652,0,38969,Healthy
1,0.09793544654574982,0,38945,Medium
1,0.18431115217433275,0,38940,Healthy
1,0.11928035886584282,0,38938,Medium
1,0.18176450522393522,0,38932,Healthy
1,0.18139002809155508,0,38931,Medium
1,0.15264310239767004,0,38927,Healthy
1,0.15319472354693098,0,38927,Healthy
1,0.14503922099477468,0,38927,Healthy
1,0.14768063751028693,0,38927,Healthy
1,0.04433562541658487,0,38905,Healthy
1,0.08026937472952073,0,38905,Medium
1,0.17178922024173487,0,38898,Medium
1,0.1272197438739634,0,38896,Low
1,0.10000129857081075,0,38890,Low
1,0.11487175776241498,0,38890,Medium
1,0.10664081019035554,0,38890,Low
1,0.056908945768426644,0,38880,Healthy
1,0.15210404655909537,0,38870,Low
1,0.12029448483474164,0,38868,Medium
1,0.14895236882102852,0,38860,Low
1,0.16293647437823666,0,38859,Healthy
1,0.12380029707299095,0,38851,Healthy
1,0.16415198279117638,0,38848,Medium
1,0.06398056165486515,0,38842,Medium
1,0.1425788269161698,0,38841,Medium
1,0.12836115719718982,0,38839,Medium
1,0.10381102959895566,0,38836,Medium
1,0.14524989532620214,0,38831,Healthy
1,0.10487241701219313,0,38822,Medium
1,0.13688389198827766,0,38820,Healthy
1,0.19136625652411404,0,38806,Healthy
1,0.17684094164659564,0,38777,Healthy
1,0.049992638632628816,0,38776,Medium
1,0.14783049250157437,0,38768,Medium
1,0.1629892917622623,0,38768,Healthy
1,0.14311153039957214,0,38767,Healthy
1,0.14468341066027307,0,38767,Healthy
1,0.13571011747030792,0,38767,Healthy
1,0.1380179257702871,0,38767,Healthy
1,0.101361248005916,0,38766,Medium
1,0.05602836096987496,0,38739,Healthy
1,0.09145148282698712,0,38736,Medium
1,0.14160391495396035,0,38736,Low
1,0.17956929864969795,0,38730,Low
1,0.1868713705927474,0,38730,Low
1,0.18433721919577933,0,38730,Low
1,0.1894196070693207,0,38729,Medium
1,0.04172035713750988,0,38716,Healthy
1,0.08963565452963157,0,38705,Medium
1,0.12719620943296667,0,38703,Low
1,0.13552726737500842,0,38701,Low
1,0.14367113470352594,0,38691,Medium
1,0.13009435928523055,0,38688,Healthy
1,0.1493660050053478,0,38686,Healthy
1,0.11348730242132776,0,38679,Medium
1,0.113438025958438,0,38676,Medium
1,0.13146886011376868,0,38674,Medium
1,0.12714780066479897,0,38669,Medium
1,0.1319785016091769,0,38665,Healthy
1,0.17333280509185678,0,38664,Healthy
1,0.060869824301855335,0,38656,Medium
1,0.19346734109621394,0,38640,Healthy
1,0.16787736835329536,0,38611,Healthy
1,0.1801550849754161,0,38610,Healthy
1,0.0819301028810202,0,38606,Low
1,0.13297591621673227,0,38600,Healthy
1,0.13505813777536374,0,38600,Healthy
1,0.12662812110767846,0,38600,Healthy
1,0.12875282950211098,0,38600,Healthy
1,0.1302606526165515,0,38597,Medium
1,0.13406705508130734,0,38595,Medium
1,0.05461922643000505,0,38576,Healthy
1,0.18010942561388738,0,38570,Low
1,0.046907999332886696,0,38567,Medium
1,0.18288245123267044,0,38566,Low
1,0.17731688458859785,0,38566,Low
1,0.17149323980198017,0,38566,Low
1,0.18530143433040397,0,38562,Medium
1,0.1318902437634093,0,38548,Medium
-1,-0.014909399440725002,1,38546,Healthy
1,0.12815571775750978,0,38538,Low
1,0.12576322710721405,0,38537,Medium
1,0.10394516112558971,0,38531,Low
1,0.14745291965864427,0,38529,Healthy
1,0.11008937416354314,0,38522,Healthy
1,0.16383042017418464,0,38516,Medium
1,0.14650646352010083,0,38511,Medium
1,0.0899757762815066,0,38509,Medium
1,0.18177869370375682,0,38504,Healthy
1,0.17440060300213373,0,38503,Medium
1,0.13134259211826116,0,38496,Healthy
1,0.1005060342418942,0,38493,Medium
1,0.1745014073215504,0,38473,Healthy
1,0.1570797885252176,0,38453,Healthy
1,0.1688844295634827,0,38439,Healthy
1,0.18937051981527275,0,38437,Low
1,0.1470960259161599,0,38437,Healthy
1,0.14744485821438302,0,38437,Healthy
1,0.138960973736998,0,38437,Healthy
1,0.14073968612143123,0,38437,Healthy
1,0.13270647163718235,0,38434,Medium
1,0.15294290566119734,0,38432,Medium
1,0.058498901014315485,0,38410,Healthy
1,0.17305259845688625,0,38410,Low
1,0.16998491743495808,0,38403,Low
1,0.16392556203706693,0,38403,Low
1,0.17474311294133177,0,38403,Low
1,0.0778488607235408,0,38398,Medium
1,0.19500552346319094,0,38396,Medium
1,0.17436141412551115,0,38384,Medium
1,0.04202557999056378,0,38382,Healthy
1,0.19565525220043956,0,38373,Medium
1,0.09974479944074227,0,38366,Low
1,0.15825116076573897,0,38364,Low
1,0.1489929733567688,0,38360,Healthy
1,0.12423310491423079,0,38356,Healthy
