anomaly_label,anomaly_score,is_anomaly,calculated_RUL_tons,RUL_Class
1,0.13530504402062488,0,68685,Medium
1,0.15198872490078685,0,68674,Healthy
1,0.1770862511849967,0,68655,Healthy
1,0.1127884448956386,0,68606,Healthy
1,0.1320039434105882,0,68580,Healthy
1,0.13446898770648902,0,68580,Healthy
1,0.0836097272156982,0,68559,Healthy
1,0.17440060300213373,0,68552,Healthy
-1,-0.005972450166852883,1,68521,Healthy
1,0.16110081958739536,0,68518,Medium
1,0.1519793687592182,0,68508,Healthy
1,0.1827575833749312,0,68486,Healthy
1,0.15147162578712914,0,68443,Healthy
1,0.16944402205104991,0,68417,Healthy
1,0.16750425230559968,0,68417,Healthy
1,0.08314160195080983,0,68396,Healthy
1,0.14550461864286046,0,68380,Healthy
1,0.1730896122428887,0,68352,Medium
1,0.07253086689633603,0,68349,Healthy
1,0.1519793687592182,0,68341,Healthy
1,0.1697592341483662,0,68317,Healthy
1,0.15969490793242214,0,68277,Healthy
1,0.13165539220212552,0,68242,Healthy
1,0.13254781655200365,0,68242,Healthy
1,0.08862908355289201,0,68230,Healthy
1,0.05396920893119839,0,68229,Healthy
1,0.16437645615190083,0,68189,Medium
1,0.0867707770264115,0,68182,Healthy
1,0.14505040372268269,0,68172,Healthy
1,0.19315891315698525,0,68153,Healthy
1,0.14512495816901244,0,68120,Healthy
1,0.15129914239507375,0,68075,Healthy
1,0.15249768203788344,0,68075,Healthy
1,0.0768261239097291,0,68061,Healthy
1,0.08968005512906391,0,68056,Healthy
1,0.17600327549245415,0,68026,Medium
1,0.15302991661837373,0,68015,Healthy
1,0.14505040372268269,0,68003,Healthy
1,0.19121844925259612,0,67990,Healthy
1,0.1406402207138815,0,67947,Healthy
1,0.1687287124325525,0,67912,Healthy
1,0.16632429799148873,0,67912,Healthy
1,0.08269626151165232,0,67900,Healthy
1,0.11668870936863668,0,67896,Healthy
1,0.17245447921228801,0,67856,Medium
1,0.13994400799190249,0,67849,Healthy
1,0.14181486182105774,0,67836,Healthy
1,0.17909591999260244,0,67830,Healthy
1,0.12616276610435234,0,67777,Healthy
1,0.1687610318290782,0,67746,Healthy
1,0.16579666317591235,0,67746,Healthy
1,0.08315574814716414,0,67734,Healthy
1,0.13487106213951677,0,67721,Healthy
1,0.17932268222086073,0,67687,Medium
1,0.146561000739456,0,67686,Healthy
1,0.18072677074921784,0,67670,Healthy
1,0.14181486182105774,0,67670,Healthy
1,0.15495904472485383,0,67611,Healthy
1,0.15415552424220508,0,67583,Healthy
1,0.15686670939680986,0,67583,Healthy
1,0.08194054369746434,0,67571,Healthy
1,0.1836726952811088,0,67557,Healthy
1,0.1480903311658106,0,67520,Healthy
1,0.16117109433587784,0,67515,Medium
1,0.19112572654268928,0,67504,Healthy
1,0.1357217312133407,0,67501,Healthy
1,0.11274413299472752,0,67456,Healthy
1,0.15020654391934918,0,67426,Healthy
1,0.1500955893486457,0,67426,Healthy
1,0.09470109034788532,0,67408,Healthy
1,0.17325114289099514,0,67385,Healthy
1,0.11191768464652868,0,67347,Healthy
1,0.16941251401641627,0,67343,Low
1,0.18938908926732573,0,67341,Healthy
1,0.1357217312133407,0,67332,Healthy
1,0.1875657090910261,0,67296,Healthy
1,0.12197334903848878,0,67272,Healthy
1,0.12262880932247916,0,67272,Healthy
1,0.11013791828204855,0,67245,Healthy
1,0.13720252411483558,0,67213,Healthy
1,0.06682535841322262,0,67188,Low
1,0.13606303338098608,0,67181,Healthy
1,0.16821309518107014,0,67168,Healthy
1,0.15579016727955813,0,67165,Healthy
1,0.18112301206202952,0,67136,Healthy
1,0.13127692770975258,0,67112,Healthy
1,0.13350508792379528,0,67112,Healthy
1,0.08909853397187728,0,67079,Healthy
1,0.17397377355649135,0,67056,Healthy
1,0.07466211115432592,0,67033,Low
1,0.14360191997410005,0,67018,Healthy
1,0.16821309518107014,0,67005,Healthy
1,0.19225610797380305,0,66999,Healthy
1,0.18714735943911098,0,66966,Healthy
1,0.15935742464058256,0,66945,Healthy
1,0.15768009372638853,0,66945,Healthy
1,0.12276723833328618,0,66906,Healthy
1,0.14040107812640584,0,66889,Healthy
1,0.06975586332751965,0,66869,Low
1,0.15900858001925172,0,66855,Healthy
1,0.19901909615401647,0,66833,Healthy
1,0.13636814020744642,0,66830,Healthy
1,0.17661165613006746,0,66803,Healthy
1,0.15415027697409062,0,66779,Healthy
1,0.15229148227313621,0,66779,Healthy
1,0.12411065558469048,0,66754,Healthy
1,0.18887572292205518,0,66720,Healthy
1,0.06385291268686838,0,66706,Low
1,0.10522255059082947,0,66688,Healthy
1,0.1933437215856071,0,66672,Healthy
1,0.13636814020744642,0,66654,Healthy
1,0.1872473518948526,0,66634,Healthy
1,0.1372412309507034,0,66613,Healthy
1,0.14074366198120614,0,66613,Healthy
1,0.1680298378226357,0,66591,Healthy
1,0.19686659243300897,0,66554,Healthy
1,0.16734999671831563,0,66543,Low
1,0.09951043718793917,0,66528,Healthy
1,0.17334417700211557,0,66506,Healthy
1,0.1506905754959223,0,66488,Healthy
1,0.15460845969045195,0,66461,Healthy
1,0.12191108716727139,0,66459,Healthy
1,0.12189194979971113,0,66459,Healthy
1,0.06050929842563374,0,66416,Healthy
1,0.18421655517781477,0,66388,Healthy
1,0.1693338595912549,0,66379,Low
1,0.10284823040152818,0,66362,Healthy
1,0.1934154735972869,0,66343,Healthy
1,0.1506905754959223,0,66322,Healthy
1,0.19672639630340166,0,66298,Healthy
1,0.1873773833453828,0,66293,Healthy
1,0.19131503631336233,0,66293,Healthy
1,0.12782250958819352,0,66249,Healthy
1,0.19144046437606754,0,66227,Healthy
1,0.13724823095564698,0,66225,Low
1,0.0935730277165045,0,66196,Healthy
1,0.1920172533870339,0,66183,Healthy
1,0.16610543766120145,0,66159,Healthy
1,0.1815825337257398,0,66129,Healthy
1,0.1765904702220944,0,66123,Healthy
1,0.1802324412479207,0,66123,Healthy
1,0.07448087097675932,0,66114,Healthy
1,0.0812115738789167,0,66080,Healthy
1,0.14051001407989228,0,66071,Low
1,0.194751188034733,0,66064,Healthy
1,0.08879321052920064,0,66033,Healthy
1,0.17785380536448264,0,66020,Healthy
1,0.16610543766120145,0,65995,Healthy
1,0.19096590707790811,0,65966,Healthy
1,0.18383696692380747,0,65957,Healthy
1,0.18080421263897933,0,65957,Healthy
1,0.09018865405662013,0,65948,Healthy
1,0.175832614853495,0,65917,Healthy
1,0.1629750173194215,0,65902,Low
1,0.1927531692761998,0,65898,Healthy
1,0.10146499596586261,0,65866,Healthy
1,0.19395569253735567,0,65857,Healthy
1,0.16641738441923132,0,65829,Healthy
1,0.1831165206844927,0,65802,Healthy
1,0.18267177818739644,0,65794,Healthy
1,0.18631393805239355,0,65794,Healthy
1,0.1575572139505052,0,65781,Healthy
1,0.18095447133776565,0,65748,Healthy
1,0.1922940450111133,0,65738,Healthy
1,0.16374435488915962,0,65732,Low
1,0.1000173543171774,0,65703,Healthy
1,0.19109864655060033,0,65690,Healthy
1,0.16641738441923132,0,65663,Healthy
1,0.17515497732647634,0,65639,Healthy
1,0.17716979006166123,0,65628,Healthy
1,0.1803632407545217,0,65628,Healthy
1,0.14346425401956292,0,65615,Healthy
1,0.168997695078838,0,65578,Healthy
1,0.17353706353593146,0,65569,Low
1,0.19237510559173537,0,65569,Healthy
1,0.09747267163669299,0,65540,Healthy
1,0.19266379418538015,0,65527,Healthy
1,0.1530701126773738,0,65500,Healthy
1,0.17381691356810353,0,65476,Healthy
1,0.12733401296185742,0,65455,Healthy
1,0.12458281588510256,0,65455,Healthy
1,0.15108654384060793,0,65452,Healthy
1,0.19204579263930938,0,65415,Healthy
1,0.17488292941983685,0,65406,Low
1,0.17292968949120846,0,65396,Healthy
1,0.10237588554771915,0,65374,Healthy
1,0.19487594169564926,0,65364,Healthy
1,0.1530701126773738,0,65337,Healthy
1,0.17305197859221894,0,65313,Healthy
1,0.17297926590656582,0,65289,Healthy
1,0.17666857913971157,0,65289,Healthy
1,0.1516446280662121,0,65285,Healthy
1,0.18972018590059064,0,65252,Healthy
1,0.16839084226415346,0,65236,Low
1,0.18892692725822224,0,65227,Healthy
1,0.09105154684608369,0,65204,Healthy
